states_name,period_of_kind_loan,amount_outstanding_as_of_survey_date,source_of_kind_loan_doctor lawyers and other professionals,source_of_kind_loan_input supplier,source_of_kind_loan_other,source_of_kind_loan_relatives & friends
Uttar Pradesh,4.0,2400,0,1,0,0
Uttar Pradesh,,2400,0,0,0,0
Uttar Pradesh,5.0,5010,0,1,0,0
Uttar Pradesh,,5010,0,0,0,0
Uttar Pradesh,5.0,22100,0,1,0,0
Uttar Pradesh,,22100,0,0,0,0
Uttar Pradesh,3.0,900,0,1,0,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,5.0,14760,0,1,0,0
Uttar Pradesh,,14760,0,0,0,0
Uttar Pradesh,5.0,24000,0,1,0,0
Uttar Pradesh,4.0,2000,0,1,0,0
Uttar Pradesh,,26000,0,0,0,0
Uttar Pradesh,5.0,4800,0,1,0,0
Uttar Pradesh,,4800,0,0,0,0
Uttar Pradesh,5.0,4500,0,0,1,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,5.0,3650,0,1,0,0
Uttar Pradesh,,3650,0,0,0,0
Uttar Pradesh,5.0,14600,0,1,0,0
Uttar Pradesh,,14600,0,0,0,0
Uttar Pradesh,5.0,16800,0,1,0,0
Uttar Pradesh,,16800,0,0,0,0
Uttar Pradesh,5.0,14640,0,1,0,0
Uttar Pradesh,,14640,0,0,0,0
Uttar Pradesh,5.0,21800,0,1,0,0
Uttar Pradesh,,21800,0,0,0,0
Uttar Pradesh,5.0,17540,0,1,0,0
Uttar Pradesh,,17540,0,0,0,0
Uttar Pradesh,5.0,11680,0,1,0,0
Uttar Pradesh,,11680,0,0,0,0
Uttar Pradesh,5.0,13400,0,1,0,0
Uttar Pradesh,,13400,0,0,0,0
Uttar Pradesh,5.0,11860,0,1,0,0
Uttar Pradesh,,11860,0,0,0,0
Uttar Pradesh,5.0,11650,0,1,0,0
Uttar Pradesh,,11650,0,0,0,0
Uttar Pradesh,5.0,17400,0,1,0,0
Uttar Pradesh,,17400,0,0,0,0
Uttar Pradesh,5.0,16860,0,1,0,0
Uttar Pradesh,,16860,0,0,0,0
Uttar Pradesh,5.0,15700,0,1,0,0
Uttar Pradesh,,15700,0,0,0,0
Uttar Pradesh,5.0,45000,0,1,0,0
Uttar Pradesh,,45000,0,0,0,0
Uttar Pradesh,1.0,2760,0,1,0,0
Uttar Pradesh,,2760,0,0,0,0
Uttar Pradesh,5.0,18460,0,1,0,0
Uttar Pradesh,,18460,0,0,0,0
Uttar Pradesh,5.0,21460,0,1,0,0
Uttar Pradesh,,21460,0,0,0,0
Uttar Pradesh,5.0,13540,0,1,0,0
Uttar Pradesh,,13540,0,0,0,0
Uttar Pradesh,5.0,74320,0,0,1,0
Uttar Pradesh,,74320,0,0,0,0
Uttar Pradesh,5.0,8670,0,1,0,0
Uttar Pradesh,,8670,0,0,0,0
Uttar Pradesh,5.0,6260,0,0,1,0
Uttar Pradesh,,6260,0,0,0,0
Uttar Pradesh,5.0,5800,0,1,0,0
Uttar Pradesh,,5800,0,0,0,0
Uttar Pradesh,5.0,19820,0,1,0,0
Uttar Pradesh,,19820,0,0,0,0
Uttar Pradesh,5.0,16510,0,1,0,0
Uttar Pradesh,,16510,0,0,0,0
Uttar Pradesh,5.0,18680,0,1,0,0
Uttar Pradesh,,18680,0,0,0,0
Uttar Pradesh,5.0,22400,0,1,0,0
Uttar Pradesh,,22400,0,0,0,0
Uttar Pradesh,5.0,1261,0,1,0,0
Uttar Pradesh,,1261,0,0,0,0
Uttar Pradesh,5.0,8960,0,1,0,0
Uttar Pradesh,,8960,0,0,0,0
Uttar Pradesh,5.0,21480,0,1,0,0
Uttar Pradesh,,21480,0,0,0,0
Uttar Pradesh,5.0,3420,0,1,0,0
Uttar Pradesh,,3420,0,0,0,0
Uttar Pradesh,5.0,9680,0,1,0,0
Uttar Pradesh,,9680,0,0,0,0
Uttar Pradesh,5.0,9670,0,1,0,0
Uttar Pradesh,,9670,0,0,0,0
Uttar Pradesh,5.0,11860,0,1,0,0
Uttar Pradesh,,11860,0,0,0,0
Uttar Pradesh,5.0,13460,0,1,0,0
Uttar Pradesh,,13460,0,0,0,0
Uttar Pradesh,5.0,8650,0,0,1,0
Uttar Pradesh,,8650,0,0,0,0
Uttar Pradesh,5.0,8600,0,1,0,0
Uttar Pradesh,,8600,0,0,0,0
Uttar Pradesh,5.0,7850,0,1,0,0
Uttar Pradesh,,7850,0,0,0,0
Uttar Pradesh,5.0,11430,0,1,0,0
Uttar Pradesh,,11430,0,0,0,0
Uttar Pradesh,5.0,14360,0,0,1,0
Uttar Pradesh,,14360,0,0,0,0
Uttar Pradesh,5.0,11610,0,0,1,0
Uttar Pradesh,,11610,0,0,0,0
Uttar Pradesh,5.0,12600,0,1,0,0
Uttar Pradesh,,12600,0,0,0,0
Uttar Pradesh,5.0,20000,0,1,0,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,5.0,3500,0,1,0,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,5.0,4500,0,1,0,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,5.0,4500,0,1,0,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,4.0,4500,0,1,0,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,4.0,3500,0,1,0,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,5.0,15000,0,1,0,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,4300,0,1,0,0
Uttar Pradesh,,4300,0,0,0,0
Uttar Pradesh,5.0,5200,0,1,0,0
Uttar Pradesh,,5200,0,0,0,0
Uttar Pradesh,4.0,4200,0,0,1,0
Uttar Pradesh,,4200,0,0,0,0
Uttar Pradesh,4.0,3400,0,0,1,0
Uttar Pradesh,,3400,0,0,0,0
Uttar Pradesh,5.0,4295,0,0,1,0
Uttar Pradesh,,4295,0,0,0,0
Uttar Pradesh,5.0,9960,0,1,0,0
Uttar Pradesh,,9960,0,0,0,0
Uttar Pradesh,5.0,13980,0,1,0,0
Uttar Pradesh,,13980,0,0,0,0
Uttar Pradesh,5.0,11560,0,1,0,0
Uttar Pradesh,,11560,0,0,0,0
Uttar Pradesh,5.0,3260,0,1,0,0
Uttar Pradesh,,3260,0,0,0,0
Uttar Pradesh,5.0,11230,0,0,1,0
Uttar Pradesh,,11230,0,0,0,0
Uttar Pradesh,5.0,16440,0,1,0,0
Uttar Pradesh,,16440,0,0,0,0
Uttar Pradesh,5.0,7840,0,1,0,0
Uttar Pradesh,,7840,0,0,0,0
Uttar Pradesh,5.0,10640,0,1,0,0
Uttar Pradesh,,10640,0,0,0,0
Uttar Pradesh,5.0,14400,0,1,0,0
Uttar Pradesh,,14400,0,0,0,0
Uttar Pradesh,5.0,9860,0,1,0,0
Uttar Pradesh,,9860,0,0,0,0
Uttar Pradesh,5.0,8960,0,1,0,0
Uttar Pradesh,,8960,0,0,0,0
Uttar Pradesh,5.0,7960,0,1,0,0
Uttar Pradesh,,7960,0,0,0,0
Uttar Pradesh,5.0,8780,0,1,0,0
Uttar Pradesh,,8780,0,0,0,0
Uttar Pradesh,5.0,11430,0,1,0,0
Uttar Pradesh,,11430,0,0,0,0
Uttar Pradesh,5.0,11430,0,1,0,0
Uttar Pradesh,,11430,0,0,0,0
Uttar Pradesh,5.0,8760,0,1,0,0
Uttar Pradesh,,8760,0,0,0,0
Uttar Pradesh,5.0,9860,0,1,0,0
Uttar Pradesh,,9860,0,0,0,0
Uttar Pradesh,1.0,8000,0,1,0,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,2.0,70000,0,1,0,0
Uttar Pradesh,,70000,0,0,0,0
Uttar Pradesh,2.0,80000,0,1,0,0
Uttar Pradesh,,80000,0,0,0,0
Uttar Pradesh,2.0,15000,0,1,0,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,2.0,3550,0,0,1,0
Uttar Pradesh,,3550,0,0,0,0
Uttar Pradesh,3.0,2250,0,0,1,0
Uttar Pradesh,,2250,0,0,0,0
Uttar Pradesh,1.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,1.0,25000,0,1,0,0
Uttar Pradesh,,25000,0,0,0,0
Uttar Pradesh,1.0,500,0,1,0,0
Uttar Pradesh,,500,0,0,0,0
Uttar Pradesh,5.0,16000,0,0,1,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,5.0,16200,0,0,1,0
Uttar Pradesh,,16200,0,0,0,0
Uttar Pradesh,3.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,5.0,10800,0,0,1,0
Uttar Pradesh,,10800,0,0,0,0
Uttar Pradesh,3.0,2600,0,0,1,0
Uttar Pradesh,,2600,0,0,0,0
Uttar Pradesh,5.0,9500,0,0,1,0
Uttar Pradesh,,9500,0,0,0,0
Uttar Pradesh,5.0,5400,0,0,1,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,5.0,5400,0,0,1,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,5.0,5400,0,0,1,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15500,0,0,1,0
Uttar Pradesh,,15500,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,12500,0,0,1,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,8500,0,0,1,0
Uttar Pradesh,,8500,0,0,0,0
Uttar Pradesh,5.0,9500,0,0,1,0
Uttar Pradesh,,9500,0,0,0,0
Uttar Pradesh,5.0,12500,0,0,1,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,12500,0,0,1,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,14000,0,0,1,0
Uttar Pradesh,,14000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,12500,0,0,1,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,5.0,4400,0,0,1,0
Uttar Pradesh,,4400,0,0,0,0
Uttar Pradesh,5.0,7500,0,0,1,0
Uttar Pradesh,,7500,0,0,0,0
Uttar Pradesh,2.0,28000,0,1,0,0
Uttar Pradesh,,28000,0,0,0,0
Uttar Pradesh,2.0,1100,0,1,0,0
Uttar Pradesh,,1100,0,0,0,0
Uttar Pradesh,2.0,42000,0,1,0,0
Uttar Pradesh,,42000,0,0,0,0
Uttar Pradesh,2.0,900,0,1,0,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,2.0,800,0,1,0,0
Uttar Pradesh,,800,0,0,0,0
Uttar Pradesh,2.0,11500,0,1,0,0
Uttar Pradesh,,11500,0,0,0,0
Uttar Pradesh,2.0,900,0,1,0,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,2.0,475,0,1,0,0
Uttar Pradesh,,475,0,0,0,0
Uttar Pradesh,2.0,900,0,1,0,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,2.0,980,0,1,0,0
Uttar Pradesh,,980,0,0,0,0
Uttar Pradesh,2.0,1500,0,1,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,1500,0,1,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,900,0,1,0,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,2.0,950,0,1,0,0
Uttar Pradesh,,950,0,0,0,0
Uttar Pradesh,2.0,1800,0,1,0,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,2.0,500,0,1,0,0
Uttar Pradesh,,500,0,0,0,0
Uttar Pradesh,2.0,12500,0,1,0,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,2.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,4.0,4000,0,1,0,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,4.0,14600,0,1,0,0
Uttar Pradesh,,14600,0,0,0,0
Uttar Pradesh,5.0,2300,0,1,0,0
Uttar Pradesh,,2300,0,0,0,0
Uttar Pradesh,5.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,4.0,12500,0,1,0,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,4.0,1000,0,1,0,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,5.0,40000,0,1,0,0
Uttar Pradesh,,40000,0,0,0,0
Uttar Pradesh,4.0,12000,0,0,0,1
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,4.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,5.0,12000,0,1,0,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,5.0,26530,0,1,0,0
Uttar Pradesh,,26530,0,0,0,0
Uttar Pradesh,1.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,2.0,12000,0,1,0,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,1.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,5.0,8000,0,1,0,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,4.0,6700,0,1,0,0
Uttar Pradesh,,6700,0,0,0,0
Uttar Pradesh,5.0,12600,0,1,0,0
Uttar Pradesh,,12600,0,0,0,0
Uttar Pradesh,4.0,25000,0,1,0,0
Uttar Pradesh,,25000,0,0,0,0
Uttar Pradesh,4.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,5.0,15500,0,1,0,0
Uttar Pradesh,,15500,0,0,0,0
Uttar Pradesh,5.0,8500,0,1,0,0
Uttar Pradesh,,8500,0,0,0,0
Uttar Pradesh,5.0,17000,0,1,0,0
Uttar Pradesh,,17000,0,0,0,0
Uttar Pradesh,3.0,1350,0,0,1,0
Uttar Pradesh,,1350,0,0,0,0
Uttar Pradesh,5.0,25920,0,1,0,0
Uttar Pradesh,,25920,0,0,0,0
Uttar Pradesh,5.0,55000,0,0,1,0
Uttar Pradesh,,55000,0,0,0,0
Uttar Pradesh,3.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,5.0,48600,0,0,1,0
Uttar Pradesh,,48600,0,0,0,0
Uttar Pradesh,5.0,32400,0,0,1,0
Uttar Pradesh,,32400,0,0,0,0
Uttar Pradesh,5.0,28000,0,0,1,0
Uttar Pradesh,,28000,0,0,0,0
Uttar Pradesh,5.0,6000,0,0,1,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,5.0,12000,0,0,1,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,5.0,12000,0,0,1,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,1.0,11000,0,0,1,0
Uttar Pradesh,,11000,0,0,0,0
Uttar Pradesh,5.0,10800,0,0,1,0
Uttar Pradesh,,10800,0,0,0,0
Uttar Pradesh,5.0,2250,0,0,1,0
Uttar Pradesh,,2250,0,0,0,0
Uttar Pradesh,5.0,7200,0,0,1,0
Uttar Pradesh,,7200,0,0,0,0
Uttar Pradesh,5.0,25000,0,0,1,0
Uttar Pradesh,,25000,0,0,0,0
Uttar Pradesh,5.0,5000,0,0,1,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,5.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,5.0,20000,0,0,1,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,5.0,5000,0,0,1,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,5.0,6000,0,0,1,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,5.0,17000,0,0,1,0
Uttar Pradesh,,17000,0,0,0,0
Uttar Pradesh,5.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,3.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,5.0,6500,0,0,1,0
Uttar Pradesh,,6500,0,0,0,0
Uttar Pradesh,5.0,8100,0,0,1,0
Uttar Pradesh,,8100,0,0,0,0
Uttar Pradesh,4.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,2.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,5.0,54000,0,1,0,0
Uttar Pradesh,,54000,0,0,0,0
Uttar Pradesh,5.0,10800,0,1,0,0
Uttar Pradesh,,10800,0,0,0,0
Uttar Pradesh,5.0,5400,0,1,0,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,5.0,10000,0,0,1,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,5.0,5400,0,0,1,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,5.0,9500,0,0,1,0
Uttar Pradesh,,9500,0,0,0,0
Uttar Pradesh,5.0,9600,0,0,1,0
Uttar Pradesh,,9600,0,0,0,0
Uttar Pradesh,5.0,53000,0,0,1,0
Uttar Pradesh,,53000,0,0,0,0
Uttar Pradesh,5.0,9918,0,0,1,0
Uttar Pradesh,,9918,0,0,0,0
Uttar Pradesh,5.0,6000,0,0,1,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,5.0,19500,0,0,1,0
Uttar Pradesh,,19500,0,0,0,0
Uttar Pradesh,2.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,2.0,800,0,0,1,0
Uttar Pradesh,,800,0,0,0,0
Uttar Pradesh,3.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,2.0,900,0,0,1,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,2.0,900,0,0,1,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,5.0,2700,0,0,1,0
Uttar Pradesh,,2700,0,0,0,0
Uttar Pradesh,5.0,40000,0,0,1,0
Uttar Pradesh,,40000,0,0,0,0
Uttar Pradesh,5.0,7200,0,0,1,0
Uttar Pradesh,,7200,0,0,0,0
Uttar Pradesh,4.0,9600,0,1,0,0
Uttar Pradesh,,9600,0,0,0,0
Uttar Pradesh,4.0,3600,0,1,0,0
Uttar Pradesh,,3600,0,0,0,0
Uttar Pradesh,2.0,600,0,1,0,0
Uttar Pradesh,,600,0,0,0,0
Uttar Pradesh,2.0,300,0,1,0,0
Uttar Pradesh,,300,0,0,0,0
Uttar Pradesh,5.0,10800,0,1,0,0
Uttar Pradesh,,10800,0,0,0,0
Uttar Pradesh,3.0,1800,0,1,0,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,4.0,3600,0,1,0,0
Uttar Pradesh,,3600,0,0,0,0
Uttar Pradesh,2.0,600,0,1,0,0
Uttar Pradesh,,600,0,0,0,0
Uttar Pradesh,3.0,1750,0,1,0,0
Uttar Pradesh,,1750,0,0,0,0
Uttar Pradesh,5.0,4050,0,0,1,0
Uttar Pradesh,,4050,0,0,0,0
Uttar Pradesh,4.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,5.0,37800,0,0,1,0
Uttar Pradesh,,37800,0,0,0,0
Uttar Pradesh,3.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,32400,0,0,1,0
Uttar Pradesh,,32400,0,0,0,0
Uttar Pradesh,5.0,12750,0,0,1,0
Uttar Pradesh,,12750,0,0,0,0
Uttar Pradesh,5.0,9600,0,0,1,0
Uttar Pradesh,,9600,0,0,0,0
Uttar Pradesh,5.0,21600,0,1,0,0
Uttar Pradesh,,21600,0,0,0,0
Uttar Pradesh,3.0,1350,0,1,0,0
Uttar Pradesh,,1350,0,0,0,0
Uttar Pradesh,4.0,4500,0,0,1,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,2.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,5.0,7000,0,0,1,0
Uttar Pradesh,,7000,0,0,0,0
Uttar Pradesh,2.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,700,0,0,1,0
Uttar Pradesh,,700,0,0,0,0
Uttar Pradesh,3.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,3.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,5.0,6000,0,0,1,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,6000,0,0,1,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,5.0,16000,0,0,1,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,5.0,20000,0,1,0,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,5.0,20000,0,1,0,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,5.0,22000,0,1,0,0
Uttar Pradesh,,22000,0,0,0,0
Uttar Pradesh,2.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,2.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,2.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,2.0,1000,0,0,1,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,3.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,3.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,3.0,810,0,1,0,0
Uttar Pradesh,,810,0,0,0,0
Uttar Pradesh,5.0,3240,0,1,0,0
Uttar Pradesh,,3240,0,0,0,0
Uttar Pradesh,5.0,16200,0,1,0,0
Uttar Pradesh,,16200,0,0,0,0
Uttar Pradesh,5.0,3200,0,1,0,0
Uttar Pradesh,,3200,0,0,0,0
Uttar Pradesh,5.0,19500,0,1,0,0
Uttar Pradesh,,19500,0,0,0,0
Uttar Pradesh,5.0,3200,0,1,0,0
Uttar Pradesh,,3200,0,0,0,0
Uttar Pradesh,5.0,32500,0,1,0,0
Uttar Pradesh,,32500,0,0,0,0
Uttar Pradesh,5.0,3200,0,1,0,0
Uttar Pradesh,,3200,0,0,0,0
Uttar Pradesh,3.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,5.0,6000,0,0,1,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,5.0,70200,0,0,1,0
Uttar Pradesh,,70200,0,0,0,0
Uttar Pradesh,5.0,48600,0,0,1,0
Uttar Pradesh,,48600,0,0,0,0
Uttar Pradesh,5.0,6500,0,0,1,0
Uttar Pradesh,,6500,0,0,0,0
Uttar Pradesh,5.0,9600,0,0,1,0
Uttar Pradesh,,9600,0,0,0,0
Uttar Pradesh,5.0,81000,0,0,1,0
Uttar Pradesh,,81000,0,0,0,0
Uttar Pradesh,5.0,48600,0,0,1,0
Uttar Pradesh,,48600,0,0,0,0
Uttar Pradesh,5.0,48600,0,0,1,0
Uttar Pradesh,,48600,0,0,0,0
Uttar Pradesh,5.0,9000,0,1,0,0
Uttar Pradesh,,9000,0,0,0,0
Uttar Pradesh,5.0,12000,0,1,0,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,5.0,30000,0,1,0,0
Uttar Pradesh,,30000,0,0,0,0
Uttar Pradesh,5.0,72000,0,0,1,0
Uttar Pradesh,,72000,0,0,0,0
Uttar Pradesh,5.0,65000,0,1,0,0
Uttar Pradesh,,65000,0,0,0,0
Uttar Pradesh,5.0,12000,0,1,0,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,5.0,9000,0,1,0,0
Uttar Pradesh,,9000,0,0,0,0
Uttar Pradesh,5.0,12500,0,1,0,0
Uttar Pradesh,,12500,0,0,0,0
Uttar Pradesh,5.0,10800,0,1,0,0
Uttar Pradesh,,10800,0,0,0,0
Uttar Pradesh,5.0,11000,0,1,0,0
Uttar Pradesh,,11000,0,0,0,0
Uttar Pradesh,5.0,10800,0,1,0,0
Uttar Pradesh,,10800,0,0,0,0
Uttar Pradesh,5.0,16000,0,1,0,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,5.0,32400,0,1,0,0
Uttar Pradesh,,32400,0,0,0,0
Uttar Pradesh,5.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,5.0,16000,0,1,0,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,5.0,11000,0,1,0,0
Uttar Pradesh,,11000,0,0,0,0
Uttar Pradesh,3.0,600,0,0,1,0
Uttar Pradesh,,600,0,0,0,0
Uttar Pradesh,2.0,600,0,0,1,0
Uttar Pradesh,,600,0,0,0,0
Uttar Pradesh,4.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,4.0,2400,0,0,1,0
Uttar Pradesh,,2400,0,0,0,0
Uttar Pradesh,2.0,625,0,0,1,0
Uttar Pradesh,,625,0,0,0,0
Uttar Pradesh,3.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,700,0,0,1,0
Uttar Pradesh,,700,0,0,0,0
Uttar Pradesh,5.0,18000,0,0,1,0
Uttar Pradesh,,18000,0,0,0,0
Uttar Pradesh,5.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,2.0,1000,0,0,1,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,4.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,5.0,80000,0,0,1,0
Uttar Pradesh,,80000,0,0,0,0
Uttar Pradesh,2.0,900,0,0,1,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,3.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,3.0,1600,0,0,1,0
Uttar Pradesh,,1600,0,0,0,0
Uttar Pradesh,3.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,1.0,20000,0,1,0,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,1.0,1300,0,1,0,0
Uttar Pradesh,,1300,0,0,0,0
Uttar Pradesh,1.0,3100,0,1,0,0
Uttar Pradesh,,3100,0,0,0,0
