year,state,industry,startups_recognized,unit,note
2023,Kerala,House-Hold Services,10,startups_recognized in absolute numbers,
2023,Kerala,Professional & Commercial Services,57,startups_recognized in absolute numbers,
2023,Kerala,Sports,5,startups_recognized in absolute numbers,
2023,Kerala,Social Impact,9,startups_recognized in absolute numbers,
2023,Kerala,Social Network,10,startups_recognized in absolute numbers,
2023,Kerala,Textiles & Apparel,9,startups_recognized in absolute numbers,
2023,Kerala,Indic Language Startups,2,startups_recognized in absolute numbers,
2023,Kerala,Transportation & Storage,5,startups_recognized in absolute numbers,
2023,Kerala,Logistics,6,startups_recognized in absolute numbers,
2023,Kerala,Travel & Tourism,38,startups_recognized in absolute numbers,
2023,Kerala,Security Solutions,7,startups_recognized in absolute numbers,
2023,Kerala,Real Estate,7,startups_recognized in absolute numbers,
2023,Kerala,Other Specialty Retailers,1,startups_recognized in absolute numbers,
2023,Kerala,Safety,3,startups_recognized in absolute numbers,
2023,Kerala,Robotics,9,startups_recognized in absolute numbers,
2023,Kerala,Biotechnology,9,startups_recognized in absolute numbers,
2023,Kerala,Waste Management,17,startups_recognized in absolute numbers,
2023,Kerala,Others,10,startups_recognized in absolute numbers,
2023,Kerala,Toys and Games,8,startups_recognized in absolute numbers,
2023,Karnataka,Analytics,27,startups_recognized in absolute numbers,
2023,Karnataka,Advertising,24,startups_recognized in absolute numbers,
2023,Karnataka,Architecture Interior Design,28,startups_recognized in absolute numbers,
2023,Karnataka,AR VR (Augmented + Virtual Reality),14,startups_recognized in absolute numbers,
2023,Karnataka,Automotive,77,startups_recognized in absolute numbers,
2023,Karnataka,Art & Photography,10,startups_recognized in absolute numbers,
2023,Karnataka,Animation,5,startups_recognized in absolute numbers,
2023,Karnataka,Chemicals,14,startups_recognized in absolute numbers,
2023,Karnataka,Computer Vision,4,startups_recognized in absolute numbers,
2023,Karnataka,Telecommunication & Networking,20,startups_recognized in absolute numbers,
2023,Karnataka,Construction,118,startups_recognized in absolute numbers,
2023,Karnataka,Agriculture,163,startups_recognized in absolute numbers,
2023,Karnataka,Aeronautics Aerospace & Defence,60,startups_recognized in absolute numbers,
2023,Karnataka,AI,94,startups_recognized in absolute numbers,
2023,Karnataka,Green Technology,70,startups_recognized in absolute numbers,
2023,Karnataka,Events,13,startups_recognized in absolute numbers,
2023,Karnataka,Fashion,68,startups_recognized in absolute numbers,
2023,Karnataka,Finance Technology,117,startups_recognized in absolute numbers,
2023,Karnataka,Enterprise Software,77,startups_recognized in absolute numbers,
2023,Karnataka,Food & Beverages,186,startups_recognized in absolute numbers,
2023,Karnataka,Design,20,startups_recognized in absolute numbers,
2023,Karnataka,Dating Matrimonial,3,startups_recognized in absolute numbers,
2023,Karnataka,Education,161,startups_recognized in absolute numbers,
2023,Karnataka,Renewable Energy,62,startups_recognized in absolute numbers,
2023,Karnataka,Technology Hardware,112,startups_recognized in absolute numbers,
2023,Karnataka,Healthcare & Lifesciences,257,startups_recognized in absolute numbers,
2023,Karnataka,Internet of Things,24,startups_recognized in absolute numbers,
2023,Karnataka,IT Services,408,startups_recognized in absolute numbers,
2023,Karnataka,Human Resources,54,startups_recognized in absolute numbers,
2023,Karnataka,Marketing,39,startups_recognized in absolute numbers,
2023,Karnataka,Nanotechnology,5,startups_recognized in absolute numbers,
2023,Karnataka,Non- Renewable Energy,12,startups_recognized in absolute numbers,
2023,Karnataka,Pets & Animals,20,startups_recognized in absolute numbers,
2023,Karnataka,Media & Entertainment,35,startups_recognized in absolute numbers,
2023,Karnataka,Retail,81,startups_recognized in absolute numbers,
2023,Karnataka,House-Hold Services,11,startups_recognized in absolute numbers,
2023,Karnataka,Professional & Commercial Services,114,startups_recognized in absolute numbers,
2023,Karnataka,Sports,16,startups_recognized in absolute numbers,
2023,Karnataka,Social Impact,15,startups_recognized in absolute numbers,
2023,Karnataka,Social Network,16,startups_recognized in absolute numbers,
2023,Karnataka,Textiles & Apparel,38,startups_recognized in absolute numbers,
2023,Karnataka,Indic Language Startups,7,startups_recognized in absolute numbers,
2023,Karnataka,Transportation & Storage,32,startups_recognized in absolute numbers,
2023,Karnataka,Logistics,30,startups_recognized in absolute numbers,
2023,Karnataka,Travel & Tourism,46,startups_recognized in absolute numbers,
2023,Karnataka,Security Solutions,29,startups_recognized in absolute numbers,
2023,Karnataka,Airport Operations,2,startups_recognized in absolute numbers,
2023,Karnataka,Real Estate,40,startups_recognized in absolute numbers,
2023,Karnataka,Other Specialty Retailers,33,startups_recognized in absolute numbers,
2023,Karnataka,Safety,6,startups_recognized in absolute numbers,
2023,Karnataka,Robotics,9,startups_recognized in absolute numbers,
2023,Karnataka,Passenger Experience,1,startups_recognized in absolute numbers,
2023,Karnataka,Biotechnology,28,startups_recognized in absolute numbers,
2023,Karnataka,Waste Management,32,startups_recognized in absolute numbers,
2023,Karnataka,Others,29,startups_recognized in absolute numbers,
2023,Karnataka,Toys and Games,19,startups_recognized in absolute numbers,
2023,Chhattisgarh,Advertising,3,startups_recognized in absolute numbers,
2023,Chhattisgarh,Architecture Interior Design,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Automotive,9,startups_recognized in absolute numbers,
2023,Chhattisgarh,Art & Photography,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Animation,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Chemicals,5,startups_recognized in absolute numbers,
2023,Chhattisgarh,Computer Vision,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Telecommunication & Networking,6,startups_recognized in absolute numbers,
2023,Chhattisgarh,Construction,30,startups_recognized in absolute numbers,
2023,Chhattisgarh,Agriculture,50,startups_recognized in absolute numbers,
2023,Chhattisgarh,Aeronautics Aerospace & Defence,5,startups_recognized in absolute numbers,
2023,Chhattisgarh,AI,4,startups_recognized in absolute numbers,
2023,Chhattisgarh,Green Technology,4,startups_recognized in absolute numbers,
2023,Chhattisgarh,Events,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Fashion,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Finance Technology,14,startups_recognized in absolute numbers,
2023,Chhattisgarh,Enterprise Software,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Food & Beverages,11,startups_recognized in absolute numbers,
2023,Chhattisgarh,Design,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Education,24,startups_recognized in absolute numbers,
2023,Chhattisgarh,Renewable Energy,12,startups_recognized in absolute numbers,
2023,Chhattisgarh,Technology Hardware,14,startups_recognized in absolute numbers,
2023,Chhattisgarh,Healthcare & Lifesciences,30,startups_recognized in absolute numbers,
2023,Chhattisgarh,IT Services,28,startups_recognized in absolute numbers,
2023,Chhattisgarh,Human Resources,6,startups_recognized in absolute numbers,
2023,Chhattisgarh,Marketing,7,startups_recognized in absolute numbers,
2023,Chhattisgarh,Non- Renewable Energy,7,startups_recognized in absolute numbers,
2023,Chhattisgarh,Pets & Animals,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Media & Entertainment,3,startups_recognized in absolute numbers,
2023,Chhattisgarh,Retail,12,startups_recognized in absolute numbers,
2023,Chhattisgarh,House-Hold Services,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Professional & Commercial Services,21,startups_recognized in absolute numbers,
2023,Chhattisgarh,Sports,1,startups_recognized in absolute numbers,
2023,Chhattisgarh,Social Impact,3,startups_recognized in absolute numbers,
2023,Chhattisgarh,Social Network,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Textiles & Apparel,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Transportation & Storage,4,startups_recognized in absolute numbers,
2023,Chhattisgarh,Logistics,5,startups_recognized in absolute numbers,
2023,Chhattisgarh,Travel & Tourism,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Security Solutions,3,startups_recognized in absolute numbers,
2023,Chhattisgarh,Real Estate,5,startups_recognized in absolute numbers,
2023,Chhattisgarh,Other Specialty Retailers,4,startups_recognized in absolute numbers,
2023,Chhattisgarh,Biotechnology,2,startups_recognized in absolute numbers,
2023,Chhattisgarh,Waste Management,6,startups_recognized in absolute numbers,
2023,Chhattisgarh,Others,4,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Analytics,5,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Advertising,4,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Architecture Interior Design,2,startups_recognized in absolute numbers,
2023,Andhra Pradesh,AR VR (Augmented + Virtual Reality),2,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Automotive,17,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Chemicals,4,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Computer Vision,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Telecommunication & Networking,2,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Construction,54,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Agriculture,51,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Aeronautics Aerospace & Defence,11,startups_recognized in absolute numbers,
2023,Andhra Pradesh,AI,6,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Green Technology,10,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Events,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Fashion,8,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Finance Technology,12,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Enterprise Software,8,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Food & Beverages,27,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Design,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Education,40,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Renewable Energy,17,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Technology Hardware,18,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Healthcare & Lifesciences,51,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Internet of Things,6,startups_recognized in absolute numbers,
2023,Andhra Pradesh,IT Services,79,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Human Resources,16,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Marketing,9,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Non- Renewable Energy,7,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Media & Entertainment,6,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Retail,6,startups_recognized in absolute numbers,
2023,Andhra Pradesh,House-Hold Services,4,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Professional & Commercial Services,37,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Sports,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Social Impact,2,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Social Network,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Textiles & Apparel,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Indic Language Startups,3,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Transportation & Storage,8,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Logistics,6,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Travel & Tourism,10,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Real Estate,1,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Other Specialty Retailers,5,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Robotics,6,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Biotechnology,8,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Waste Management,5,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Others,5,startups_recognized in absolute numbers,
2023,Andhra Pradesh,Toys and Games,2,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Automotive,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Construction,3,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Agriculture,6,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Events,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Food & Beverages,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Education,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Renewable Energy,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,IT Services,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Human Resources,1,startups_recognized in absolute numbers,
2023,Arunachal Pradesh,Professional & Commercial Services,1,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,AR VR (Augmented + Virtual Reality),2,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,Automotive,1,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,Construction,3,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,Agriculture,1,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,Healthcare & Lifesciences,1,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,IT Services,1,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,Human Resources,1,startups_recognized in absolute numbers,
2023,Andaman and Nicobar Islands,Travel & Tourism,3,startups_recognized in absolute numbers,
2023,Manipur,Automotive,1,startups_recognized in absolute numbers,
2023,Manipur,Construction,3,startups_recognized in absolute numbers,
2023,Manipur,Agriculture,3,startups_recognized in absolute numbers,
2023,Manipur,Fashion,1,startups_recognized in absolute numbers,
2023,Manipur,Enterprise Software,1,startups_recognized in absolute numbers,
2023,Manipur,Food & Beverages,3,startups_recognized in absolute numbers,
2023,Manipur,Education,1,startups_recognized in absolute numbers,
2023,Manipur,Healthcare & Lifesciences,4,startups_recognized in absolute numbers,
2023,Manipur,IT Services,4,startups_recognized in absolute numbers,
2023,Manipur,Professional & Commercial Services,1,startups_recognized in absolute numbers,
2023,Manipur,Social Impact,1,startups_recognized in absolute numbers,
2023,Manipur,Biotechnology,2,startups_recognized in absolute numbers,
2023,Manipur,Waste Management,1,startups_recognized in absolute numbers,
2023,Mizoram,AR VR (Augmented + Virtual Reality),1,startups_recognized in absolute numbers,
2023,Mizoram,Construction,2,startups_recognized in absolute numbers,
2023,Mizoram,Agriculture,2,startups_recognized in absolute numbers,
2023,Mizoram,Fashion,1,startups_recognized in absolute numbers,
2023,Mizoram,Food & Beverages,2,startups_recognized in absolute numbers,
2023,Mizoram,Healthcare & Lifesciences,2,startups_recognized in absolute numbers,
2023,Mizoram,Media & Entertainment,1,startups_recognized in absolute numbers,
2023,Mizoram,Textiles & Apparel,1,startups_recognized in absolute numbers,
2023,Mizoram,Travel & Tourism,1,startups_recognized in absolute numbers,
2023,Rajasthan,Analytics,8,startups_recognized in absolute numbers,
2023,Rajasthan,Advertising,8,startups_recognized in absolute numbers,
2023,Rajasthan,Architecture Interior Design,9,startups_recognized in absolute numbers,
2023,Rajasthan,AR VR (Augmented + Virtual Reality),7,startups_recognized in absolute numbers,
2023,Rajasthan,Automotive,26,startups_recognized in absolute numbers,
2023,Rajasthan,Art & Photography,11,startups_recognized in absolute numbers,
2023,Rajasthan,Animation,2,startups_recognized in absolute numbers,
2023,Rajasthan,Chemicals,16,startups_recognized in absolute numbers,
2023,Rajasthan,Computer Vision,2,startups_recognized in absolute numbers,
2023,Rajasthan,Telecommunication & Networking,10,startups_recognized in absolute numbers,
2023,Rajasthan,Construction,94,startups_recognized in absolute numbers,
2023,Rajasthan,Agriculture,102,startups_recognized in absolute numbers,
2023,Rajasthan,Aeronautics Aerospace & Defence,8,startups_recognized in absolute numbers,
2023,Rajasthan,AI,30,startups_recognized in absolute numbers,
2023,Rajasthan,Green Technology,31,startups_recognized in absolute numbers,
2023,Rajasthan,Events,5,startups_recognized in absolute numbers,
2023,Rajasthan,Fashion,58,startups_recognized in absolute numbers,
2023,Rajasthan,Finance Technology,56,startups_recognized in absolute numbers,
2023,Rajasthan,Enterprise Software,12,startups_recognized in absolute numbers,
2023,Rajasthan,Food & Beverages,93,startups_recognized in absolute numbers,
2023,Rajasthan,Design,4,startups_recognized in absolute numbers,
2023,Rajasthan,Dating Matrimonial,1,startups_recognized in absolute numbers,
2023,Rajasthan,Education,108,startups_recognized in absolute numbers,
2023,Rajasthan,Renewable Energy,49,startups_recognized in absolute numbers,
2023,Rajasthan,Technology Hardware,40,startups_recognized in absolute numbers,
2023,Rajasthan,Healthcare & Lifesciences,109,startups_recognized in absolute numbers,
2023,Rajasthan,Internet of Things,8,startups_recognized in absolute numbers,
2023,Rajasthan,IT Services,131,startups_recognized in absolute numbers,
2023,Rajasthan,Human Resources,19,startups_recognized in absolute numbers,
2023,Rajasthan,Marketing,21,startups_recognized in absolute numbers,
2023,Rajasthan,Non- Renewable Energy,31,startups_recognized in absolute numbers,
2023,Rajasthan,Pets & Animals,3,startups_recognized in absolute numbers,
2023,Rajasthan,Media & Entertainment,15,startups_recognized in absolute numbers,
2023,Rajasthan,Retail,27,startups_recognized in absolute numbers,
2023,Rajasthan,House-Hold Services,9,startups_recognized in absolute numbers,
2023,Rajasthan,Professional & Commercial Services,81,startups_recognized in absolute numbers,
2023,Rajasthan,Sports,7,startups_recognized in absolute numbers,
2023,Rajasthan,Social Impact,11,startups_recognized in absolute numbers,
2023,Rajasthan,Social Network,10,startups_recognized in absolute numbers,
2023,Rajasthan,Textiles & Apparel,36,startups_recognized in absolute numbers,
2023,Rajasthan,Indic Language Startups,6,startups_recognized in absolute numbers,
2023,Rajasthan,Transportation & Storage,17,startups_recognized in absolute numbers,
2023,Rajasthan,Logistics,7,startups_recognized in absolute numbers,
2023,Rajasthan,Travel & Tourism,21,startups_recognized in absolute numbers,
2023,Rajasthan,Security Solutions,17,startups_recognized in absolute numbers,
2023,Rajasthan,Real Estate,11,startups_recognized in absolute numbers,
2023,Rajasthan,Other Specialty Retailers,17,startups_recognized in absolute numbers,
2023,Rajasthan,Safety,3,startups_recognized in absolute numbers,
2023,Rajasthan,Robotics,6,startups_recognized in absolute numbers,
2023,Rajasthan,Passenger Experience,1,startups_recognized in absolute numbers,
2023,Rajasthan,Biotechnology,2,startups_recognized in absolute numbers,
2023,Rajasthan,Waste Management,12,startups_recognized in absolute numbers,
2023,Rajasthan,Others,6,startups_recognized in absolute numbers,
2023,Rajasthan,Toys and Games,11,startups_recognized in absolute numbers,
2023,Sikkim,Telecommunication & Networking,1,startups_recognized in absolute numbers,
2023,Sikkim,Fashion,1,startups_recognized in absolute numbers,
2023,Tamil Nadu,Analytics,13,startups_recognized in absolute numbers,
2023,Tamil Nadu,Advertising,13,startups_recognized in absolute numbers,
2023,Tamil Nadu,Architecture Interior Design,12,startups_recognized in absolute numbers,
2023,Tamil Nadu,AR VR (Augmented + Virtual Reality),18,startups_recognized in absolute numbers,
2023,Tamil Nadu,Automotive,100,startups_recognized in absolute numbers,
2023,Tamil Nadu,Art & Photography,7,startups_recognized in absolute numbers,
2023,Tamil Nadu,Animation,4,startups_recognized in absolute numbers,
2023,Tamil Nadu,Chemicals,35,startups_recognized in absolute numbers,
2023,Tamil Nadu,Computer Vision,6,startups_recognized in absolute numbers,
2023,Tamil Nadu,Telecommunication & Networking,24,startups_recognized in absolute numbers,
2023,Tamil Nadu,Construction,156,startups_recognized in absolute numbers,
2023,Tamil Nadu,Agriculture,207,startups_recognized in absolute numbers,
2023,Tamil Nadu,Aeronautics Aerospace & Defence,45,startups_recognized in absolute numbers,
2023,Tamil Nadu,AI,44,startups_recognized in absolute numbers,
2023,Tamil Nadu,Green Technology,71,startups_recognized in absolute numbers,
2023,Tamil Nadu,Events,10,startups_recognized in absolute numbers,
2023,Tamil Nadu,Fashion,44,startups_recognized in absolute numbers,
2023,Tamil Nadu,Finance Technology,62,startups_recognized in absolute numbers,
2023,Tamil Nadu,Enterprise Software,47,startups_recognized in absolute numbers,
2023,Tamil Nadu,Food & Beverages,180,startups_recognized in absolute numbers,
2023,Tamil Nadu,Design,13,startups_recognized in absolute numbers,
2023,Tamil Nadu,Dating Matrimonial,1,startups_recognized in absolute numbers,
2023,Tamil Nadu,Education,118,startups_recognized in absolute numbers,
2023,Tamil Nadu,Renewable Energy,100,startups_recognized in absolute numbers,
2023,Tamil Nadu,Technology Hardware,95,startups_recognized in absolute numbers,
2023,Tamil Nadu,Healthcare & Lifesciences,242,startups_recognized in absolute numbers,
2023,Tamil Nadu,Internet of Things,26,startups_recognized in absolute numbers,
2023,Tamil Nadu,IT Services,391,startups_recognized in absolute numbers,
2023,Tamil Nadu,Human Resources,44,startups_recognized in absolute numbers,
2023,Tamil Nadu,Marketing,45,startups_recognized in absolute numbers,
2023,Tamil Nadu,Nanotechnology,6,startups_recognized in absolute numbers,
2023,Tamil Nadu,Non- Renewable Energy,26,startups_recognized in absolute numbers,
2023,Tamil Nadu,Pets & Animals,6,startups_recognized in absolute numbers,
2023,Tamil Nadu,Media & Entertainment,28,startups_recognized in absolute numbers,
2023,Tamil Nadu,Retail,50,startups_recognized in absolute numbers,
2023,Tamil Nadu,House-Hold Services,11,startups_recognized in absolute numbers,
2023,Tamil Nadu,Professional & Commercial Services,117,startups_recognized in absolute numbers,
2023,Tamil Nadu,Sports,9,startups_recognized in absolute numbers,
2023,Tamil Nadu,Social Impact,16,startups_recognized in absolute numbers,
2023,Tamil Nadu,Social Network,10,startups_recognized in absolute numbers,
2023,Tamil Nadu,Textiles & Apparel,71,startups_recognized in absolute numbers,
2023,Tamil Nadu,Indic Language Startups,15,startups_recognized in absolute numbers,
2023,Tamil Nadu,Transportation & Storage,49,startups_recognized in absolute numbers,
2023,Tamil Nadu,Logistics,27,startups_recognized in absolute numbers,
2023,Tamil Nadu,Travel & Tourism,34,startups_recognized in absolute numbers,
2023,Tamil Nadu,Security Solutions,16,startups_recognized in absolute numbers,
2023,Tamil Nadu,Airport Operations,1,startups_recognized in absolute numbers,
2023,Tamil Nadu,Real Estate,22,startups_recognized in absolute numbers,
2023,Tamil Nadu,Other Specialty Retailers,22,startups_recognized in absolute numbers,
2023,Tamil Nadu,Safety,4,startups_recognized in absolute numbers,
2023,Tamil Nadu,Robotics,20,startups_recognized in absolute numbers,
2023,Tamil Nadu,Passenger Experience,3,startups_recognized in absolute numbers,
2023,Tamil Nadu,Biotechnology,23,startups_recognized in absolute numbers,
2023,Tamil Nadu,Waste Management,31,startups_recognized in absolute numbers,
2023,Tamil Nadu,Others,18,startups_recognized in absolute numbers,
2023,Tamil Nadu,Toys and Games,8,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Analytics,4,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Advertising,7,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Architecture Interior Design,5,startups_recognized in absolute numbers,
2023,Madhya Pradesh,AR VR (Augmented + Virtual Reality),4,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Automotive,35,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Art & Photography,4,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Animation,1,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Chemicals,12,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Computer Vision,1,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Telecommunication & Networking,12,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Construction,95,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Agriculture,105,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Aeronautics Aerospace & Defence,9,startups_recognized in absolute numbers,
2023,Madhya Pradesh,AI,11,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Green Technology,17,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Events,2,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Fashion,22,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Finance Technology,30,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Enterprise Software,19,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Food & Beverages,89,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Design,3,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Dating Matrimonial,1,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Education,66,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Renewable Energy,41,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Technology Hardware,20,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Healthcare & Lifesciences,97,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Internet of Things,7,startups_recognized in absolute numbers,
2023,Madhya Pradesh,IT Services,132,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Human Resources,87,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Marketing,19,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Non- Renewable Energy,5,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Pets & Animals,2,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Media & Entertainment,22,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Retail,33,startups_recognized in absolute numbers,
2023,Madhya Pradesh,House-Hold Services,10,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Professional & Commercial Services,58,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Sports,6,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Social Impact,11,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Social Network,3,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Textiles & Apparel,24,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Indic Language Startups,6,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Transportation & Storage,13,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Logistics,8,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Travel & Tourism,16,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Security Solutions,19,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Airport Operations,1,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Real Estate,14,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Other Specialty Retailers,19,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Safety,3,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Robotics,4,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Waste Management,15,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Others,15,startups_recognized in absolute numbers,
2023,Madhya Pradesh,Toys and Games,3,startups_recognized in absolute numbers,
2023,Tripura,Chemicals,1,startups_recognized in absolute numbers,
2023,Tripura,Construction,3,startups_recognized in absolute numbers,
2023,Tripura,Agriculture,1,startups_recognized in absolute numbers,
2023,Tripura,Green Technology,1,startups_recognized in absolute numbers,
2023,Tripura,Fashion,1,startups_recognized in absolute numbers,
2023,Tripura,Finance Technology,1,startups_recognized in absolute numbers,
2023,Tripura,Education,3,startups_recognized in absolute numbers,
2023,Tripura,Renewable Energy,1,startups_recognized in absolute numbers,
2023,Tripura,Technology Hardware,1,startups_recognized in absolute numbers,
2023,Tripura,Healthcare & Lifesciences,3,startups_recognized in absolute numbers,
2023,Tripura,IT Services,4,startups_recognized in absolute numbers,
2023,Tripura,Human Resources,1,startups_recognized in absolute numbers,
2023,Tripura,Transportation & Storage,1,startups_recognized in absolute numbers,
2023,Tripura,Travel & Tourism,1,startups_recognized in absolute numbers,
2023,Nagaland,Automotive,1,startups_recognized in absolute numbers,
2023,Nagaland,Art & Photography,1,startups_recognized in absolute numbers,
2023,Nagaland,Agriculture,2,startups_recognized in absolute numbers,
2023,Nagaland,Fashion,1,startups_recognized in absolute numbers,
2023,Nagaland,Finance Technology,1,startups_recognized in absolute numbers,
2023,Nagaland,Food & Beverages,3,startups_recognized in absolute numbers,
2023,Nagaland,Education,1,startups_recognized in absolute numbers,
2023,Nagaland,Renewable Energy,1,startups_recognized in absolute numbers,
2023,Nagaland,Healthcare & Lifesciences,1,startups_recognized in absolute numbers,
2023,Nagaland,IT Services,3,startups_recognized in absolute numbers,
2023,Nagaland,Human Resources,2,startups_recognized in absolute numbers,
