state_ut,exp_hh,exp_onl_hh,exp_onl_%_hh,internet_has,op_fuel,op_cons,op_educ,op_meds,op_other,educ_mem,educ_free_book,educ_free_book#,educ_free_pap,educ_free_pap#,educ_free_bag,educ_free_bag#,educ_free_other,educ_free_other#,educ_free_tuit,educ_free_tuit#,educ_att_mean,educ_att_med,educ_att_std,has_tv,has_radio,has_laptop,has_mobile_dev,has_bicycle,has_scooter,has_motorcar,has_truck,has_animalcar,has_fridge,has_washmach,has_aircon,land_owns,land_agr_owns,pay_cd,pay_cd_used,pay_ewal,pay_ewal_used,acct_comm,acct_post,acct_nbfc,acct_nia,reg_loan_val_sd,reg_loan_val_acq,reg_loan_val_disp,reg_loan_val_aa,reg_loan_year_borr,reg_loan_amt_borr,reg_loan_ten,reg_loan_aroi,reg_loan_amt_out,kind_loan_per,kind_loan_amt_out,kind_loan_src_pro,kind_loan_src_supp,kind_loan_src_other,kind_loan_src_f&f,dig_soc_fb,dig_soc_ig,dig_soc_wa,su_ai,su_arvr,su_adv,su_space,su_agri,su_air,su_meas,su_anim,su_arch,su_art,su_auto,su_biotech,su_chem,su_cv,su_cons,su_dating,su_design,su_educ,su_saas,su_events,su_fashion,su_fintech,su_f&b,su_greentech,su_healthcare,su_hhs,su_hr,su_it,su_inlang,su_iot,su_log,su_mark,su_media,su_nanotech,su_nre,su_or,su_others,su_pass,su_pets,su_pcs,su_realestate,su_energy,su_retail,su_robot,su_safety,su_sec,su_socimp,su_socnet,su_sports,su_hard,su_telecom,su_text,su_toys,su_storage,su_travel,su_wm
Gujarat,13953.989822537385,461.1136054671712,0.026165406597985125,0.8426368952684742,0.1465532518164097,0.018784334573808258,0.007708665603402445,0.007177033492822967,0.31392876129718233,0.5043416622363991,0.2431330852383484,9.99672131147541,0.021088073719652666,4.705882352941177,0.012847776005670743,1.296551724137931,0.013999645578592948,2.088607594936709,0.16584680252986647,1.7182203389830508,4.775928907973997,4.0,3.2163273040032174,0.7011341485025696,0.01718943824206982,0.07132730816941343,0.9730639730639731,0.2571327308169413,0.7302853092326776,0.1101364522417154,0.0023923444976076554,0.009569377990430622,0.5850611376927166,0.177210703526493,0.19103313840155944,0.20426160526433593,0.4990138067061144,0.3743703157636073,0.8142435182146374,0.09528197567268706,0.9516441005802708,0.7150275303281257,0.03375262992971932,0.000850530462419983,0.0008952952235999821,53234.567901234564,11295.774647887323,1562.5,44567.9012345679,2017.2241245136188,350225.0581428985,2.3137966804979255,9.563615145228216,303908.67915214866,2.2230483271375463,8263.121495327103,0.022429906542056073,0.23177570093457944,0.17009345794392525,0.07850467289719626,208.3687150837989,670.0279329608938,975.0927374301676,115.0,53.0,67.0,105.0,837.0,0.0,48.0,6.0,86.0,45.0,333.0,42.0,337.0,22.0,744.0,6.0,79.0,429.0,164.0,38.0,327.0,321.0,656.0,306.0,1404.0,114.0,155.0,1237.0,65.0,116.0,70.0,183.0,137.0,28.0,169.0,144.0,281.0,1.0,21.0,821.0,79.0,602.0,227.0,55.0,43.0,97.0,53.0,49.0,49.0,700.0,81.0,362.0,54.0,194.0,159.0,136.0
Haryana,15430.18766734919,1034.6426996377381,0.05057207540607524,0.5463173880030372,0.154707668944571,0.05106302201974184,0.04460895975702354,0.04612756264236902,0.43109339407744873,0.5810554290053151,0.079916476841306,9.505938242280285,0.01442672741078208,5.684210526315789,0.006264236902050114,1.5757575757575757,0.008542141230068337,1.9777777777777779,0.07775236850702384,1.7436974789915967,5.311517229842757,5.0,3.6032974605174766,0.8407365223993926,0.04783599088838269,0.1353454821564161,0.9920273348519362,0.4413439635535307,0.6847000759301443,0.16211085801063022,0.0017084282460136675,0.025436598329536826,0.7769552012148823,0.64958238420653,0.6268033409263477,0.2118031488266165,0.46984572230014027,0.4237216509367517,0.875,0.11719960557825046,0.9471153846153846,0.7185859986137242,0.030795128230517874,0.0019803940984255866,0.0013862758688979106,68746.74285714286,22947.41935483871,2666.6666666666665,49793.31428571429,2017.2529321774605,386840.18880484113,2.086180520142784,11.865563488016317,319360.74098961515,2.08,6316.0,0.0,0.42,0.05,0.03,,,,177.0,30.0,67.0,75.0,321.0,3.0,50.0,2.0,53.0,31.0,243.0,15.0,62.0,13.0,428.0,11.0,39.0,479.0,148.0,33.0,157.0,271.0,428.0,190.0,752.0,71.0,215.0,832.0,15.0,84.0,57.0,188.0,107.0,6.0,93.0,80.0,185.0,4.0,31.0,419.0,104.0,218.0,229.0,27.0,30.0,81.0,45.0,57.0,52.0,253.0,86.0,153.0,31.0,155.0,155.0,83.0
Himachal Pradesh,12603.15082750384,611.7502132741853,0.04665462154601781,0.7432432432432432,0.05241605241605242,0.01597051597051597,0.018837018837018837,0.002457002457002457,0.3570843570843571,0.4844389844389844,0.147010647010647,11.24791086350975,0.012694512694512694,4.064516129032258,0.02661752661752662,1.5076923076923077,0.05528255528255528,2.837037037037037,0.0338123415046492,1.525,5.858257477243173,6.0,3.474343532754242,0.7743652743652744,0.02334152334152334,0.1167076167076167,0.9836199836199836,0.04586404586404586,0.29565929565929566,0.22522522522522523,0.0012285012285012285,0.0,0.6683046683046683,0.545045045045045,0.07166257166257166,0.25433090635199596,0.8114511352418559,0.49485220856858186,0.8422818791946308,0.10594486881434739,0.9686520376175548,0.8358021591765001,0.1757469244288225,0.001506402209389907,0.0010042681395932714,49033.333333333336,28909.636363636364,23909.090909090908,45366.26666666667,2016.5641344956414,405824.72855133616,2.5330012453300124,7.612154420921545,312913.6718309859,2.873015873015873,31150.4,0.008,0.144,0.224,0.128,0.0,725.0,580.0,8.0,0.0,1.0,4.0,69.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,6.0,1.0,57.0,1.0,2.0,29.0,3.0,2.0,7.0,5.0,34.0,7.0,61.0,2.0,11.0,42.0,1.0,4.0,2.0,13.0,10.0,1.0,4.0,8.0,11.0,0.0,1.0,25.0,2.0,18.0,12.0,0.0,0.0,5.0,3.0,2.0,0.0,19.0,2.0,8.0,2.0,7.0,37.0,4.0
Jammu and Kashmir,15515.956254433673,451.3447623551667,0.025159975063109113,0.9046136427964903,0.04217378998018681,0.006510048117746957,0.011038777243136145,0.002547410133031418,0.33314463628644214,0.6210019813189923,0.12001132182281347,9.233490566037736,0.009906594961788848,6.457142857142857,0.005094820266062836,1.5555555555555556,0.026606283611661476,2.106382978723404,0.059708295350957154,1.83206106870229,5.090389360293675,5.0,3.4917041375400166,0.6365694876875176,0.1273705066515709,0.11548259269742428,0.9855646759128219,0.15907161052929522,0.3020096235493914,0.19756580809510332,0.0005660911406736484,0.0019813189923577695,0.6351542598358336,0.5060854797622417,0.19133880554769317,0.21181183768415612,0.7022574740695546,0.4767900770531855,0.8742609381158849,0.07009960533734261,0.9463806970509383,0.798526751098475,0.02054794520547945,0.0,0.0012923235978288964,,,,,2017.0266990291261,221098.22968679073,2.574433656957929,5.536844660194174,158815.64207650273,2.5587188612099645,17654.029795158287,0.00931098696461825,0.23277467411545624,0.25139664804469275,0.0297951582867784,0.0,427.0,252.0,5.0,2.0,3.0,4.0,76.0,0.0,0.0,1.0,5.0,5.0,23.0,3.0,1.0,0.0,233.0,0.0,7.0,56.0,6.0,5.0,8.0,4.0,44.0,15.0,59.0,2.0,24.0,78.0,4.0,5.0,4.0,13.0,11.0,0.0,44.0,5.0,10.0,0.0,3.0,49.0,9.0,26.0,13.0,1.0,6.0,22.0,4.0,0.0,1.0,12.0,11.0,13.0,0.0,14.0,34.0,5.0
Jharkhand,9176.65314722149,350.98907031867265,0.03070810713428946,0.7188723570869224,0.03523884103367267,0.012059514487079091,0.019890368050117464,0.01158966327329679,0.1519185591229444,0.5968676585747846,0.26123727486296006,9.700239808153476,0.09741581832419734,6.532154340836013,0.18104933437744714,1.7205882352941178,0.04917776037588097,2.015923566878981,0.14169509315140383,1.6944444444444444,4.429342659242157,4.0,3.149808201680599,0.43570869224745495,0.01033672670321065,0.05027407987470634,0.9425215348472984,0.6272513703993735,0.49444009397024274,0.040563821456538765,0.0009397024275646045,0.012059514487079091,0.20751761942051683,0.105716523101018,0.07893500391542678,0.20183991193583897,0.6809505259057266,0.3238573704202916,0.7623912220961029,0.05440509741453253,0.8648648648648649,0.6948419562824344,0.025790218587828276,0.006054411070923101,0.00290926246265136,162928.09174311926,33802.098360655735,3666.769230769231,148039.60747663552,2017.013698630137,111305.83386411889,2.256495040151157,14.169414265470005,99140.14034151548,2.83859649122807,5133.125925925926,0.022222222222222223,0.17592592592592593,0.24444444444444444,0.08518518518518518,166.0909090909091,597.5454545454545,1009.6363636363636,21.0,8.0,9.0,3.0,104.0,0.0,6.0,0.0,6.0,8.0,32.0,1.0,24.0,3.0,137.0,0.0,7.0,90.0,12.0,6.0,16.0,25.0,87.0,37.0,89.0,25.0,40.0,152.0,11.0,13.0,7.0,26.0,18.0,3.0,44.0,12.0,34.0,0.0,2.0,84.0,18.0,56.0,30.0,8.0,6.0,25.0,10.0,4.0,7.0,35.0,10.0,22.0,4.0,14.0,18.0,8.0
Karnataka,11955.88145559625,536.288531971372,0.03557725033560608,0.7391234159334894,0.09007990959722334,0.03164097182984906,0.0036322544192428767,0.008798127371054967,0.39631931552183386,0.5013318266203891,0.20397126483170555,9.771360759493671,0.01541690209056421,3.675392670157068,0.027605133586245865,1.5467836257309941,0.08354185164258617,2.582608695652174,0.13186282402189664,1.4884004884004884,4.999711328302198,5.0,3.4081673969512605,0.843409476148196,0.027201549761885543,0.08991847606747921,0.9727984502381145,0.12333521672451368,0.6927919928969247,0.07942529663411091,0.0012107514730809589,0.0147711679715877,0.40092017111954154,0.17604326418597144,0.032044555654209377,0.20365627483882362,0.5366435385949696,0.4866603706764254,0.8964220739842329,0.11433124778656593,0.963345379452762,0.798684094321293,0.057096175925108184,0.0027819482469310253,0.0027377903382495806,353115.3846153846,30000.0,0.0,330038.46153846156,2017.1129842180774,259787.08370798544,2.3108641089996413,11.834741842954465,215778.65495310983,1.8020833333333333,11574.0,0.0035587188612099642,0.22241992882562278,0.09074733096085409,0.19572953736654805,305.0425531914894,793.9893617021277,1058.7340425531916,658.0,99.0,112.0,286.0,722.0,6.0,173.0,19.0,151.0,55.0,373.0,97.0,77.0,61.0,452.0,15.0,136.0,1071.0,522.0,70.0,239.0,683.0,806.0,394.0,1516.0,76.0,300.0,2233.0,46.0,348.0,76.0,252.0,227.0,45.0,136.0,127.0,389.0,4.0,61.0,570.0,199.0,278.0,365.0,92.0,23.0,155.0,91.0,119.0,86.0,575.0,120.0,187.0,63.0,210.0,275.0,104.0
Kerala,14207.789682764882,699.8988139152148,0.04324567201024841,0.7164158872170259,0.18733902670462246,0.014504541141385387,0.015588992815507659,0.0062355971262030635,0.412904974922055,0.5111834078893859,0.1854412362749085,10.345733041575492,0.0058289277484072114,4.325581395348837,0.008268944015182323,1.360655737704918,0.02887352582350549,2.2535211267605635,0.041898700609917794,1.4873417721518987,5.892200426285178,5.0,3.1866793178568833,0.7963941981835434,0.08933170665582214,0.1735122678595635,0.9930866205774705,0.22881930323979938,0.63006642266504,0.23898603768469567,0.0010844516741222718,0.0023044598075098277,0.8038498034431341,0.4828521079029416,0.1354209028060187,0.31506639035996625,0.5371498172959805,0.6084810636583401,0.8422446614798874,0.07181708299758259,0.9495091164095372,0.7835597513239696,0.07345153119963159,0.010131245682707806,0.021874280451300944,,,,,2017.2246105919003,291189.69940278697,2.1512225510045164,9.65236411773867,249065.1971893821,2.5449101796407185,41674.66881028939,0.012861736334405145,0.18971061093247588,0.2572347266881029,0.07717041800643087,189.42857142857142,855.2857142857143,1457.642857142857,159.0,50.0,62.0,52.0,238.0,0.0,46.0,16.0,43.0,22.0,105.0,30.0,28.0,10.0,236.0,6.0,50.0,566.0,166.0,25.0,63.0,126.0,298.0,122.0,546.0,45.0,74.0,1183.0,9.0,92.0,29.0,129.0,115.0,5.0,77.0,31.0,157.0,2.0,13.0,206.0,35.0,107.0,154.0,62.0,10.0,33.0,40.0,49.0,31.0,233.0,45.0,49.0,23.0,38.0,148.0,72.0
Ladakh,14429.098722415796,177.72822299651568,0.009461884493675299,0.9388038942976356,0.06258692628650904,0.0,0.006954102920723227,0.0027816411682892906,0.20166898470097358,0.5757997218358831,0.23226703755215578,6.766467065868263,0.02364394993045897,7.470588235294118,0.02642559109874826,2.0526315789473686,0.16411682892906815,2.8135593220338984,0.014492753623188406,1.3333333333333333,5.164598842018197,5.0,3.3527957763241725,0.8344923504867872,0.29207232267037553,0.1043115438108484,0.9568845618915159,0.17107093184979139,0.22809457579972184,0.2573018080667594,0.0,0.008344923504867872,0.502086230876217,0.5660639777468707,0.031988873435326845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lakshadweep Islands,21231.101637107775,225.86084583901774,0.011595795472034768,0.8879736408566722,0.060955518945634266,0.0016474464579901153,0.0,0.0,0.27182866556836904,0.5205930807248764,0.4794069192751236,10.36426116838488,0.214168039538715,5.2615384615384615,0.07907742998352553,1.5833333333333333,0.13838550247116968,3.0714285714285716,0.05063291139240506,1.4375,5.442697414395528,5.0,2.953567169864256,0.8253706754530478,0.214168039538715,0.08237232289950576,1.0,0.6919275123558485,0.7067545304777595,0.0032948929159802307,0.0,0.006589785831960461,0.886326194398682,0.6112026359143328,0.14991762767710048,0.20208023774145617,0.3161764705882353,0.7991803278688525,0.9153846153846154,0.06557377049180328,0.875,0.7756315007429421,0.014858841010401188,0.005943536404160475,0.005943536404160475,3199750.0,67000.0,10000.0,4223333.333333333,2016.0,302384.2105263158,2.811320754716981,8.44811320754717,191368.44919786096,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Madhya Pradesh,11130.135603660683,348.9324768274082,0.02208315146910911,0.7120518419384377,0.07684722124392478,0.017398041839825316,0.012537860111291118,0.012185673029513278,0.1957455800521237,0.5597661477776995,0.24871451715151088,9.960079275198188,0.008311615129957033,4.245762711864407,0.0042966823976896525,1.6065573770491803,0.03190814960907234,1.9801324503311257,0.15716622624889895,1.7381905524419536,4.614311231889589,4.0,3.359769495572196,0.6959921110093682,0.022821722899204058,0.05226456293583152,0.9640769176586603,0.3954356554201592,0.6867648094667888,0.06226667605832218,0.0006339367472001127,0.0099316757061351,0.30964288229907727,0.14073395787842502,0.5780798760301472,0.2094828490506661,0.6236020697713236,0.28259975318798847,0.7963973799126638,0.04900246812011518,0.9359916054564533,0.6892898353089268,0.016993601174866254,0.0008042239239134236,0.0008391901814748768,90062.77777777778,19637.058823529413,20333.333333333332,81683.33333333333,2017.1178420180445,193021.12740899358,2.1434358313386115,15.08436199594918,173883.46305259762,2.911032028469751,16835.532763532763,0.012345679012345678,0.21557454890788225,0.23741690408357075,0.06837606837606838,73.97826086956522,465.8695652173913,748.8913043478261,56.0,19.0,53.0,37.0,392.0,1.0,20.0,6.0,28.0,14.0,106.0,9.0,48.0,8.0,344.0,5.0,19.0,285.0,67.0,20.0,73.0,116.0,284.0,95.0,403.0,37.0,274.0,555.0,12.0,45.0,29.0,91.0,58.0,2.0,74.0,47.0,92.0,2.0,13.0,284.0,64.0,178.0,103.0,19.0,18.0,85.0,34.0,13.0,13.0,116.0,49.0,78.0,9.0,68.0,73.0,51.0
Maharashtra,12808.555336329424,748.6473382293836,0.04607614844214379,0.7117184410562855,0.17303044949250845,0.011687683993145568,0.026714706270047014,0.028516191396810053,0.3407443209279845,0.5346895733555956,0.17869853684256778,9.517580526186379,0.01221494793268597,4.0647482014388485,0.01208313194780087,1.549090909090909,0.03602970253526078,2.096341463414634,0.12983811323855698,1.6430379746835444,5.400806485487462,5.0,3.4399111518813363,0.8026714706270047,0.012258886594314337,0.10668307043367459,0.9760973680741685,0.19047409815897007,0.5967309635748496,0.08871215782767257,0.0016696691418779384,0.011424052023375368,0.4961993057691463,0.20616020036029703,0.33120963135462894,0.23834716136850936,0.5067957367752028,0.4396873724850121,0.8462307252998287,0.11974638249788129,0.9559633027522936,0.7144821478512166,0.03530810105341661,0.0022373450172462014,0.0030763493987135265,,,,,2016.8227477477478,406062.8907749559,2.329317721233956,10.866139383021842,424833.6321355843,2.735135135135135,15620.388312912346,0.03770028275212064,0.2412818096135721,0.177191328934967,0.06691800188501414,230.2534435261708,801.8292011019283,1188.7134986225894,499.0,99.0,221.0,228.0,1758.0,7.0,158.0,41.0,206.0,86.0,669.0,65.0,402.0,50.0,1189.0,18.0,240.0,1405.0,477.0,105.0,466.0,1158.0,1538.0,607.0,2723.0,190.0,563.0,2814.0,82.0,326.0,171.0,563.0,553.0,37.0,434.0,229.0,752.0,2.0,88.0,1380.0,301.0,774.0,539.0,136.0,109.0,249.0,165.0,143.0,176.0,965.0,260.0,368.0,89.0,468.0,359.0,225.0
Manipur,10819.25979202773,457.9309358752166,0.047304083371261234,0.5716945996275605,0.20297951582867785,0.016552865714876887,0.004552038071591144,0.0037243947858473,0.3581626319056487,0.6432857438444031,0.07097041175253466,9.644314868804665,0.010966273536105938,6.113207547169812,0.019656528036416304,1.6631578947368422,0.030622801572522243,3.168918918918919,0.03248633000964941,1.5940594059405941,5.925159733702694,6.0,3.4762030439758433,0.62756052141527,0.34967928822677424,0.11028346782536727,0.9863438857852266,0.31057314297537764,0.5187254293399545,0.15994206496999794,0.0028967515001034555,0.0033105731429753774,0.33809228222636045,0.37740533829919304,0.018208152286364576,0.22584167424931756,0.5040290088638195,0.5078919208132692,0.9188833289439031,0.02086677367576244,0.7756410256410257,0.5070063694267516,0.001637852593266606,0.00018198362147406734,0.03357597816196543,112240.0,12500.0,21666.666666666668,115240.0,2017.634628975265,115171.88043478261,2.091872791519435,25.73790106007067,92511.54917127072,2.9,5230.7692307692305,0.10256410256410256,0.07692307692307693,0.0,0.3333333333333333,,,,1.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,17.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,14.0,3.0,12.0,2.0,1.0,15.0,1.0,1.0,2.0,2.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,13.0,4.0,1.0
Meghalaya,13116.702414957153,362.4668917164373,0.026455035817754345,0.8511367175334786,0.014637184677670508,0.003425724073497353,0.003425724073497353,0.0018685767673621925,0.20710059171597633,0.6979134226097788,0.20616630333229524,8.492447129909365,0.04142011834319527,7.390977443609023,0.017440049828713795,1.7678571428571428,0.03425724073497353,2.227272727272727,0.05488621151271754,1.6097560975609757,4.791785649188894,4.0,2.9948861650011875,0.5549672999065711,0.05107443164123326,0.09872313920896916,0.9137340392401121,0.07567735907816879,0.20149486141388975,0.12955465587044535,0.0015571473061351605,0.0,0.18779196511990034,0.026471504204297728,0.0012457178449081284,0.19548525798525798,0.655145326001571,0.568063476320357,0.749890877346137,0.02206793949913216,0.8539325842696629,0.5193488943488943,0.00906019656019656,0.0003071253071253071,0.0003071253071253071,,,,,2017.7052785923754,105152.7067669173,1.7624633431085044,6.66183284457478,82749.94740912606,1.0,2000.0,0.0,0.0,0.0,0.5,,,,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,0.0
Mizoram,14035.139393229472,2296.307133653508,0.20725562914401457,0.8061735261401557,0.12736373748609567,0.057007786429365964,0.050333704115684094,0.042269187986651836,0.43381535038932145,0.5189098998887653,0.09454949944382647,8.979411764705882,0.016407119021134595,8.135593220338983,0.016407119021134595,1.6101694915254237,0.026696329254727477,3.6354166666666665,0.0969989281886388,1.4806629834254144,6.678871473354232,6.0,3.2471615166190326,0.9265850945494994,0.10372636262513904,0.3075639599555061,0.9560622914349277,0.08064516129032258,0.5848164627363738,0.17630700778642935,0.0027808676307007787,0.0030589543937708566,0.8314794215795328,0.6849276974416018,0.06729699666295884,0.19052470708099847,0.47237076648841353,0.5365545155578042,0.9495520980669495,0.053377181887174295,0.9146919431279621,0.6379690949227373,0.005264051621667516,0.0010188487009679063,0.00033961623365596876,,,,,2016.9297218155198,309302.73871206515,2.49194729136164,7.776163982430454,231507.07404637247,1.8969072164948453,7872.886597938144,0.14948453608247422,0.04639175257731959,0.15463917525773196,0.14948453608247422,,,,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0
Nagaland,13702.467518493611,725.6092804303968,0.04949826145098484,0.7905691056910569,0.014634146341463415,0.0175609756097561,0.015934959349593495,0.003902439024390244,0.6230894308943089,0.5004878048780488,0.15479674796747966,11.701680672268907,0.010081300813008131,4.67741935483871,0.024715447154471545,1.8421052631578947,0.045203252032520326,2.2949640287769784,0.004548408057179987,1.7142857142857142,5.371925572110929,5.0,3.006583681914368,0.583739837398374,0.07544715447154472,0.08,0.9639024390243902,0.026991869918699188,0.12065040650406504,0.21170731707317073,0.0045528455284552845,0.0006504065040650406,0.35024390243902437,0.16195121951219513,0.04227642276422764,0.2276774357669804,0.617877094972067,0.6005403319181783,0.9158097686375322,0.09996140486298727,0.915057915057915,0.5011447468837446,0.006868481302467566,0.002035105571101501,0.007886034088018317,51587.307692307695,1454.5454545454545,571.4285714285714,50818.07692307692,2017.7464212678938,127808.316008316,1.9979550102249488,5.514314928425358,97125.12307692308,3.2857142857142856,12242.857142857143,0.0,0.0,0.0,0.5,,,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,8.0,2.0,4.0,0.0,4.0,7.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
Odisha,9911.662718402542,319.1253460403903,0.021532492228692766,0.47011431682090365,0.033750680457267285,0.009254218835057159,0.004246053347849755,0.00457267283614589,0.19738704409363092,0.49112683723462164,0.2950462710941753,8.588560885608857,0.0041371801850843765,2.8421052631578947,0.008600979858464888,1.3164556962025316,0.11050626020685901,2.9950738916256157,0.08423852804256263,1.4,4.449169028958924,4.0,3.1289088508762943,0.5624387588459445,0.004246053347849755,0.03636363636363636,0.9026673924877517,0.707348938486663,0.4692433315187806,0.03810560696788242,0.0008709853021230267,0.0017419706042460534,0.2326619488296135,0.08459444746869897,0.1473053892215569,0.21306928138304734,0.6382076899788072,0.40155858115370835,0.8119562792772697,0.03529201003224651,0.9010152284263959,0.7166172106824926,0.04451038575667656,0.00528964004644562,0.003999483937556445,85008.88,27604.166666666668,0.0,58508.88,2017.2472487160676,80864.90713443396,2.1019809244314014,16.68434091464906,81237.61119336689,2.676384839650146,7441.88906009245,0.010015408320493066,0.15408320493066255,0.33281972265023113,0.031587057010785825,109.61538461538461,313.3076923076923,590.7692307692307,31.0,17.0,18.0,19.0,191.0,0.0,11.0,2.0,16.0,22.0,46.0,27.0,21.0,5.0,161.0,3.0,12.0,173.0,26.0,25.0,39.0,40.0,179.0,46.0,250.0,27.0,57.0,349.0,7.0,44.0,17.0,60.0,33.0,4.0,51.0,24.0,60.0,0.0,7.0,115.0,25.0,101.0,59.0,14.0,7.0,26.0,20.0,18.0,11.0,69.0,16.0,49.0,4.0,45.0,51.0,19.0
Pondicherry,15955.700116686114,552.1466355503695,0.037674678333350274,0.8130841121495327,0.04953271028037383,0.027102803738317756,0.013084112149532711,0.02149532710280374,0.23177570093457944,0.5121495327102804,0.14392523364485982,8.506493506493506,0.017757009345794394,5.947368421052632,0.002803738317757009,1.3333333333333333,0.038317757009345796,2.0,0.01824817518248175,1.6,6.28813104189044,6.0,3.654124842159533,0.9514018691588785,0.04299065420560748,0.2,0.9710280373831776,0.3355140186915888,0.8336448598130841,0.10560747663551402,0.001869158878504673,0.001869158878504673,0.8710280373831776,0.5485981308411215,0.4,0.1956989247311828,0.14285714285714285,0.6715257531584062,0.9377713458755427,0.13313896987366375,0.9416058394160584,0.7792114695340502,0.03512544802867384,0.01935483870967742,0.0064516129032258064,25369.74603174603,10411.57142857143,3225.423728813559,22090.894568690095,2017.4842615012108,194438.28483920367,2.2687651331719128,15.38995157384988,164174.5499231951,1.5714285714285714,12289.464285714286,0.0,0.41964285714285715,0.008928571428571428,0.07142857142857142,,,,3.0,0.0,1.0,5.0,9.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,7.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,11.0,4.0,13.0,1.0,2.0,30.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,7.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,3.0,5.0,3.0
Punjab,14814.31694380734,519.6871416284404,0.0276959711247981,0.8111492281303602,0.06449399656946826,0.026243567753001715,0.010977701543739279,0.020754716981132074,0.2648370497427101,0.5389365351629503,0.1502572898799314,11.122146118721462,0.011492281303602058,5.119402985074627,0.05180102915951972,1.814569536423841,0.03962264150943396,2.41991341991342,0.0852959898154042,1.7611940298507462,5.207511365882586,5.0,3.224413749482496,0.9013722126929674,0.008747855917667238,0.09296740994854202,0.9903945111492282,0.49313893653516294,0.7902229845626072,0.17221269296740996,0.004631217838765009,0.012521440823327616,0.8938250428816467,0.6833619210977702,0.6298456260720412,0.22375759593773412,0.40773809523809523,0.44474302989586834,0.8129405840886204,0.09069533087000337,0.9493827160493827,0.7520186464663281,0.031882127694997084,0.0016648630650129028,0.0026637809040206445,58632.29508196721,1019.6382978723404,2380.586956521739,59641.86885245902,2017.1561508635882,357835.814003902,2.179414874867818,10.633503701092703,290637.8526086956,2.5804597701149423,15550.819672131147,0.10491803278688525,0.25245901639344265,0.12459016393442623,0.08852459016393442,126.0,961.75,1757.875,32.0,13.0,11.0,12.0,112.0,0.0,6.0,0.0,4.0,5.0,46.0,8.0,21.0,6.0,76.0,0.0,3.0,113.0,13.0,7.0,25.0,40.0,110.0,26.0,155.0,12.0,36.0,210.0,3.0,12.0,10.0,35.0,30.0,3.0,44.0,17.0,38.0,1.0,4.0,79.0,15.0,60.0,47.0,5.0,5.0,13.0,7.0,5.0,10.0,50.0,12.0,49.0,2.0,20.0,42.0,20.0
