state_ut,poverty_multi_rur_2015,poverty_multi_urb_2015,poverty_multi_tot_2015,poverty_multi_rur_2019,poverty_multi_urb_2019,poverty_multi_tot_2019,mgnrega_2019,mgnrega_2022,pmmvy_2019,pmmvy_2022,senior_help_2019,senior_help_2022,pension_nps_2019,pension_nps_2022,gini_rur_hh_2022,gini_urb_hh_2022,higher_ed_2019,higher_ed_2021,tus_rur_male_domestic_mins,tus_rur_female_domestic_mins,tus_rur_person_domestic_mins,tus_rur_male_caregiving_mins,tus_rur_female_caregiving_mins,tus_rur_person_caregiving_mins,tus_tot_male_domestic_mins,tus_tot_female_domestic_mins,tus_tot_person_domestic_mins,tus_tot_male_caregiving_mins,tus_tot_female_caregiving_mins,tus_tot_person_caregiving_mins,tus_urb_male_domestic_mins,tus_urb_female_domestic_mins,tus_urb_person_domestic_mins,tus_urb_male_caregiving_mins,tus_urb_female_caregiving_mins,tus_urb_person_caregiving_mins,fem_manage_ratio_2019,fem_manage_ratio_2022,cas_wage_male_2019,cas_wage_female_2019,cas_wage_person_2019,cas_wage_male_2022,cas_wage_female_2022,cas_wage_person_2022,agr_wage_male_2019,agr_wage_female_2019,agr_wage_person_2019,agr_wage_male_2022,agr_wage_female_2022,agr_wage_person_2022,bank_per_2019,bank_vil_bc_prop_2019,bank_per_2022,bank_vil_bc_prop_2022,atm_per_000_2019,atm_per_000_2022,Pop_2015,Pop_2019,Pop_2021,Pop_2022,acc_per_per_2019,acc_per_per_2022,msme_credit_amt_2019,msme_credit_amt_2022,msme_num_2020,msme_num_2022,wag_rur_mal_2019,wag_rur_mal_ratio_2019,wag_rur_fem_2019,wag_rur_fem_ratio_2019,wag_rur_tot_2019,wag_rur_tot_ratio_2019,wag_rur_mal_2022,wag_rur_mal_ratio_2022,wag_rur_fem_2022,wag_rur_fem_ratio_2022,wag_rur_rur_2022,wag_rur_rur_ratio_2022,wag_tot_mal_2019,wag_tot_mal_ratio_2019,wag_tot_fem_2019,wag_tot_fem_ratio_2019,wag_tot_tot_2019,wag_tot_tot_ratio_2019,wag_tot_mal_2022,wag_tot_mal_ratio_2022,wag_tot_fem_2022,wag_tot_fem_ratio_2022,wag_tot_tot_2022,wag_tot_tot_ratio_2022,wag_urb_mal_2019,wag_urb_mal_ratio_2019,wag_urb_fem_2019,wag_urb_fem_ratio_2019,wag_urb_tot_2019,wag_urb_tot_ratio_2019,wag_urb_mal_2022,wag_urb_mal_ratio_2022,wag_urb_fem_2022,wag_urb_fem_ratio_2022,wag_urb_urb_2022,wag_urb_urb_ratio_2022,unemp_rur_mal_2019,unemp_rur_fem_2019,unemp_rur_per_2019,unemp_urb_mal_2019,unemp_urb_fem_2019,unemp_urb_per_2019,unemp_tot_mal_2019,unemp_tot_fem_2019,unemp_tot_per_2019,unemp_rur_mal_2022,unemp_rur_fem_2022,unemp_rur_per_2022,unemp_urb_mal_2022,unemp_urb_fem_2022,unemp_urb_per_2022,unemp_tot_mal_2022,unemp_tot_fem_2022,unemp_tot_per_2022,lfpr_rur_mal_2022,lfpr_rur_fem_2022,lfpr_rur_per_2022,lfpr_urb_mal_2022,lfpr_urb_fem_2022,lfpr_urb_per_2022,lfpr_tot_mal_2022,lfpr_tot_fem_2022,lfpr_tot_per_2022,nfs_app_vol,shg_num_2019,shg_loans_2019,shg_num_2021,shg_loans_2021,digital_payment_per_capita,urb_pct_2011,urb_pct_2021,urb_pct_2031,exp_hh,exp_onl_hh,exp_onl_%_hh,internet_has,op_fuel,op_cons,op_educ,op_meds,op_other,educ_mem,educ_free_book,educ_free_book#,educ_free_pap,educ_free_pap#,educ_free_bag,educ_free_bag#,educ_free_other,educ_free_other#,educ_free_tuit,educ_free_tuit#,educ_att_mean,educ_att_med,educ_att_std,has_tv,has_radio,has_laptop,has_mobile_dev,has_bicycle,has_scooter,has_motorcar,has_truck,has_animalcar,has_fridge,has_washmach,has_aircon,land_owns,land_agr_owns,pay_cd,pay_cd_used,pay_ewal,pay_ewal_used,acct_comm,acct_post,acct_nbfc,acct_nia,reg_loan_val_sd,reg_loan_val_acq,reg_loan_val_disp,reg_loan_val_aa,reg_loan_year_borr,reg_loan_amt_borr,reg_loan_ten,reg_loan_aroi,reg_loan_amt_out,kind_loan_per,kind_loan_amt_out,kind_loan_src_pro,kind_loan_src_supp,kind_loan_src_other,kind_loan_src_f&f,dig_soc_fb,dig_soc_ig,dig_soc_wa,su_ai,su_arvr,su_adv,su_space,su_agri,su_air,su_meas,su_anim,su_arch,su_art,su_auto,su_biotech,su_chem,su_cv,su_cons,su_dating,su_design,su_educ,su_saas,su_events,su_fashion,su_fintech,su_f&b,su_greentech,su_healthcare,su_hhs,su_hr,su_it,su_inlang,su_iot,su_log,su_mark,su_media,su_nanotech,su_nre,su_or,su_others,su_pass,su_pets,su_pcs,su_realestate,su_energy,su_retail,su_robot,su_safety,su_sec,su_socimp,su_socnet,su_sports,su_hard,su_telecom,su_text,su_toys,su_storage,su_travel,su_wm,stud_marks_mean,stud_marks_median,stud_marks_std,school_bwr,school_comp,school_med,school_digilib,school_water,school_elec,school_func_bwr,school_func_water,school_func_elec,school_func_gwr,school_gwr,school_wash,schoool_internet,school_kg,school_lib,school_play,school_ptr,school_rwhs,school_ramp,school_r&h,school_cwsn,school_solar,school_func_comp,bse_clients,ut_num_districts,ut_rolledout_districts,num_launched_eservices,eservices_per_district,ut_rolledout_districts%,total_population,pop_on_Aadhaar,pop_on_Aadhaar%
Andaman and Nicobar Islands,6.75,0.97,4.29,2.71,1.6,2.3,8329,6724,96.73,88.46,0,0,13994,15475,0.263,0.252,0.4513,0.658,23.0,247.0,146.0,11.0,38.0,26.0,28.0,255.0,142.0,11.0,40.0,25.0,32.0,268.0,137.0,11.0,42.0,25.0,0.09,0.127,527.5,353.5,473.25,639.0,432.3333,610.25,450.0,289.4368,440.0,546.5,380.0,539.75,146.2312,0.821306,146.2687,0.867347,30.15075,30.84577,391,398,401,402,1.696095,1.784391,718.93,914.8169,1827,3881,100.0,1.920406,87.0,1.650485,96.0,1.597877,133,1.977756,102,2.848214,126,1.694499,113.0,2.135529,100.0,2.115672,110.0,1.955782,126,1.806839,105,2.77551,121,1.554245,126.0,2.239362,119.0,2.178125,124.0,2.064516,121,2.019074,106,3.463768,117,1.835227,6.3,26.5,12.7,6.3,28.6,12.4,6.3,27.3,12.6,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,9.7,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,0.17,87,3.11,34,0.28,2.35,37.6,43.0,48.7,18185.130581297388,738.1149957877001,0.0327985499328524,0.76,0.046,0.001,0.026,0.003,0.318,0.485,0.184,10.521739130434783,0.003,1.3333333333333333,0.0,,0.0,,0.0948453608247422,1.391304347826087,5.669448183041723,5.0,3.2463924042916914,0.871,0.024,0.096,0.973,0.104,0.474,0.125,0.0,0.001,0.778,0.523,0.029,0.1255728689275893,0.3795620437956204,0.6823104693140795,0.9435626102292768,0.0228640192539109,0.8421052631578947,0.8982584784601283,0.0219981668194317,0.0,0.0,256750.0,28350.0,0.0,242575.0,2016.449367088608,431033.67003367,2.632911392405063,10.128354430379746,300286.1554054054,2.333333333333333,86733.33333333333,0.0,0.0833333333333333,0.3333333333333333,0.0833333333333333,,,,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,0.0,192.73756097560977,155.0,126.35431335657276,0.9951923076923076,0.4038461538461538,0.6706730769230769,0.0192307692307692,1.0,0.9278846153846154,0.9927884615384616,1.0,0.9278846153846154,0.9951923076923076,0.997596153846154,1.0,0.4495192307692308,0.5144230769230769,0.9951923076923076,0.9615384615384616,0.0336538461538461,0.2259615384615384,0.6274038461538461,0.3533653846153846,0.2307692307692307,0.03125,0.4014423076923077,44811,3.0,3.0,64.0,21.33333333333333,1.0,403000,387442,0.961394540942928
Andhra Pradesh,14.72,4.63,11.77,7.71,2.2,6.06,7739531,9863737,96.4,72.27,21175,25850,869765,1103550,0.243,0.283,0.5216,0.567,16.0,239.0,131.0,10.0,41.0,26.0,16.0,237.0,130.0,10.0,41.0,26.0,15.0,233.0,128.0,10.0,42.0,26.0,0.323,0.213,371.75,222.0,314.5,550.25,322.5,464.75,331.5,214.5,274.75,467.25,305.25,376.0,84.4195,0.50355,131.8488,0.700489,21.09151,23.34822,51222,52386,52895,53079,2.049092,2.273489,57234.34,83162.34,65343,245591,46.0,1.495726,29.0,1.288462,40.0,1.567164,75,1.841693,55,1.540084,69,1.75,55.0,1.844512,35.0,2.25365,49.0,1.929224,81,2.045095,59,2.161458,74,2.017327,70.0,2.138554,51.0,2.515823,65.0,2.088542,89,2.411972,71,2.520221,85,2.467593,4.4,3.0,3.9,6.3,7.8,6.7,5.0,4.1,4.7,3.5,3.0,3.3,6.0,7.5,6.5,4.2,4.0,4.1,85.1,58.5,71.6,80.3,36.1,57.5,83.6,51.5,67.3,16.85,693019,20397.35,739334,39388.42,17.683,29.5,35.3,41.5,10379.341859619348,354.1720612599507,0.0292378743841698,0.6678984732082077,0.0803267528931245,0.0090440532918409,0.001750461927453,0.0028201886608966,0.3425070504716522,0.4222503160556258,0.1758241758241758,9.749446902654867,0.0474569678109501,5.157786885245901,0.1715452688904016,1.5697278911564625,0.1300204220558203,2.7262528047868364,0.284661446338093,1.122168284789644,4.45885786727203,4.0,3.462681422257497,0.8249538072546923,0.0016532140425945,0.0342312554701935,0.9326072157930564,0.1664883788777594,0.5785276670232422,0.0254789458329281,0.000777983078868,0.0050568900126422,0.5097734124282797,0.179714091218516,0.170281046387241,0.2522282825595317,0.4092827004219409,0.4438341601700921,0.7728542914171657,0.0863749114103472,0.964102564102564,0.716110150325928,0.052680590661168,0.0019954769189836,0.004988692297459,576308.8950749465,423114.748603352,10439.41605839416,341288.4069264069,2017.5328783304897,156249.690816881,2.091064164807768,18.957285133184623,149889.7616570855,2.113636363636364,16283.95321637427,0.0058479532163742,0.347953216374269,0.1345029239766081,0.0263157894736842,284.1818181818182,1267.909090909091,1865.636363636364,57.0,9.0,14.0,34.0,212.0,0.0,16.0,4.0,9.0,5.0,76.0,27.0,18.0,3.0,167.0,1.0,14.0,175.0,32.0,8.0,17.0,53.0,136.0,51.0,194.0,14.0,41.0,392.0,6.0,40.0,17.0,45.0,23.0,4.0,54.0,21.0,42.0,0.0,2.0,113.0,13.0,62.0,42.0,23.0,3.0,13.0,11.0,10.0,7.0,90.0,19.0,22.0,8.0,39.0,28.0,17.0,260.9710240265639,224.0,174.31360790473704,0.8560566927100148,0.1169529282624136,0.8807548266287855,0.0502033963969781,0.9994672951507716,0.9882966358881644,0.8359753341512236,0.9911700135597598,0.979595790017434,0.9568831923548784,0.9664557370698004,0.984228707948602,0.5608574933815458,0.2773778007361012,0.9757215729321368,0.7937463679214826,0.0004197068509072,0.3473558468392845,0.5376444760121392,0.3591883515206302,0.1991347581842835,0.0562245754503777,0.1036191644605152,8135028,13.0,13.0,50.0,3.8461538461538463,1.0,53156000,51708514,0.9727690947400104
Arunachal Pradesh,29.2,8.08,24.23,15.14,5.9,13.76,190151,295822,92.76,81.3,0,0,32036,40501,0.28,0.277,0.3582,0.537,53.0,276.0,165.0,29.0,56.0,42.0,53.0,279.0,166.0,28.0,55.0,42.0,47.0,309.0,175.0,20.0,52.0,36.0,0.199,0.094,373.75,317.25,361.75,479.75,397.0,464.0,343.0,299.5,331.0,427.25,359.0,394.5,181.0721,0.901316,197.5563,0.898763,16.47915,18.19936,1452,1511,1540,1555,1.179871,1.441929,812.22,1091.709,726,6953,115.0,1.999309,65.0,1.50495,105.0,1.869565,124,2.427226,90,2.15534,116,1.9071,122.0,2.073643,85.0,1.809091,115.0,1.984501,127,2.675234,97,2.658416,121,2.378049,135.0,1.915236,122.0,2.143333,133.0,1.869469,137,2.53886,124,4.609524,134,2.548956,5.4,9.2,6.3,8.4,11.4,9.0,5.9,9.5,6.7,4.5,3.1,3.9,7.9,16.9,10.9,5.0,4.5,4.8,80.0,64.7,72.6,73.8,38.6,56.5,79.0,60.3,70.0,0.34,51,0.97,648,7.72,1.041,22.9,25.2,27.5,12365.621288921073,617.8088341781317,0.0406490403090852,0.5105695100721214,0.0736135289728923,0.0246207411091768,0.0151703556329271,0.0047251927381248,0.3228052723203183,0.604575976125342,0.2810246207411092,9.260176991150445,0.0014921661278288,2.833333333333333,0.0027356379010196,1.6363636363636365,0.0300920169112161,2.809917355371901,0.0777457836281365,1.6455026455026456,5.1196284053345495,5.0,3.347524744311257,0.7304153195722457,0.0276050733648346,0.1278288982840089,0.9445411589156926,0.1305645361850286,0.4543645859238995,0.2064163143496642,0.0007460830639144,0.0002486943546381,0.3098731658791345,0.1173837353892066,0.0179059935339467,0.251422963689892,0.7392661982825918,0.5105996365838885,0.9466192170818504,0.033313143549364,0.9818181818181818,0.6274779195289499,0.0494602551521099,0.0019627085377821,0.0111874386653581,96000.0,6625.0,0.0,93350.0,2017.495682210708,121387.33273862622,1.994818652849741,6.033937823834197,62719.705765407554,3.1219512195121952,27446.34146341464,0.0,0.048780487804878,0.0975609756097561,0.3536585365853658,,,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,162.91053844542216,129.0,116.65799484787628,0.919511518179295,0.0763252844851512,0.3594227033028032,0.0088814876491812,0.8190396891479322,0.6666666666666666,0.6724951429364419,0.6794338051623647,0.5378850957535387,0.6869275603663614,0.9122953094643352,0.4524007771301693,0.2203719122953094,0.2070496808215376,0.449902858728837,0.6822092700527338,0.0041631973355537,0.0494032750485706,0.2453510963086317,0.176797113516514,0.1043574798778795,0.0488481820704968,0.0729947266167083,87337,26.0,26.0,17.0,0.6538461538461539,1.0,1562000,1237756,0.7924174135723432
Assam,36.14,9.94,32.65,21.41,6.88,19.35,3218557,3846101,95.32,86.24,14825,15475,449202,535028,0.207,0.285,0.3091,0.401,64.0,339.0,203.0,21.0,64.0,43.0,63.0,339.0,202.0,21.0,64.0,43.0,55.0,337.0,193.0,18.0,61.0,39.0,0.069,0.073,317.25,238.0,306.5,448.25,269.25,436.0,286.75,208.25,262.75,363.75,260.5,333.5,76.43139,0.78918,102.5131,0.818822,11.37575,13.12793,33005,34512,35239,35573,1.43509,1.746158,20259.55,24120.24,17187,133461,55.0,2.107301,39.0,3.488372,51.0,2.230861,64,1.823347,47,1.746753,62,1.554622,60.0,2.642405,44.0,3.390152,57.0,2.649083,66,2.254098,51,2.234177,64,2.029289,91.0,1.770362,74.0,2.361842,87.0,1.642045,96,2.677273,85,3.275,94,2.64186,6.8,12.9,7.8,6.3,18.3,8.7,6.7,13.7,7.9,1.2,2.7,1.5,3.6,12.7,6.1,1.3,3.4,1.7,93.2,20.0,56.8,81.7,32.7,57.5,92.7,20.5,56.8,8.23,32710,358.11,106057,1869.97,1.764,14.1,15.3,16.5,9673.787112241902,283.0342009981407,0.0239796367010121,0.7826442419995329,0.0221910768512029,0.0056061667834618,0.0072412987619715,0.0039710348049521,0.2145526746087362,0.6069843494510628,0.4014249007241299,9.044515565900497,0.0485867787900023,5.088942307692308,0.099509460406447,1.4917840375586855,0.1781125905162345,2.63344262295082,0.1760631133346161,1.6010928961748634,4.733329813631804,5.0,2.753995433375921,0.5809390329362298,0.0184536323288951,0.0543097407147862,0.970918009810792,0.6520672740014015,0.3111422564821303,0.060850268628825,0.0005839757066106,0.0061901424900724,0.1939967297360429,0.0550105115627189,0.0167017052090633,0.2190348696372792,0.5625727590221188,0.4737332339791356,0.8257963035784507,0.0397727272727272,0.8758782201405152,0.586536622681201,0.0201440683368394,0.0043985465672212,0.0008287116720851,45000.0,24000.0,,21000.0,2017.7379166666667,130344.62354235424,2.0304166666666665,13.323870833333334,110030.7067200712,2.125,5121.595744680851,0.0,0.2553191489361702,0.0425531914893617,0.2127659574468085,638.5,622.3,1749.1,13.0,1.0,13.0,7.0,148.0,0.0,5.0,1.0,5.0,1.0,23.0,7.0,17.0,2.0,197.0,0.0,11.0,105.0,8.0,4.0,15.0,21.0,94.0,28.0,134.0,14.0,15.0,97.0,4.0,3.0,4.0,25.0,23.0,2.0,51.0,9.0,38.0,1.0,5.0,65.0,8.0,21.0,35.0,1.0,2.0,16.0,17.0,4.0,4.0,21.0,11.0,26.0,4.0,34.0,57.0,10.0,190.927082156814,137.0,154.36364477832598,0.8523636602638887,0.0465337912223335,0.58522157774528,0.0051594669646231,0.9387107905157824,0.7707487799668086,0.7649813503343794,0.9133571041259304,0.7506367176588508,0.8242002004633662,0.8833697563219902,0.8921277050230861,0.1170903235347278,0.5281716755122496,0.8736259222136413,0.784386861433806,0.0003450598925384,0.0548973857605284,0.6932088926863734,0.6156525739824841,0.1822902118010483,0.0306281733186545,0.0435597035771208,4474116,34.0,34.0,46.0,1.3529411764705883,1.0,35713000,30507919,0.8542524850894633
Bihar,56.0,23.85,51.89,36.95,16.67,33.76,4878629,6804916,87.97,89.69,0,0,604197,772806,0.219,0.278,0.308,0.359,41.0,369.0,204.0,26.0,76.0,51.0,40.0,366.0,202.0,25.0,75.0,50.0,35.0,345.0,185.0,20.0,66.0,42.0,0.05,0.03,322.0,234.0,311.5,397.0,341.75,388.25,276.0,230.5,262.75,359.25,328.75,348.0,135.6307,0.31295,249.6964,0.737822,6.83068,7.683088,113336,120559,124154,125991,1.224404,1.386825,29784.55,40029.6,90291,323344,45.0,1.880952,35.0,2.34188,43.0,1.964286,56,1.659919,57,2.061798,56,1.651423,47.0,2.58216,39.0,2.634146,46.0,2.7,59,2.322835,61,3.122222,59,2.305777,68.0,2.855615,72.0,2.322034,69.0,2.721925,83,2.747396,109,4.666667,86,2.828947,5.4,0.5,4.8,8.1,12.4,8.6,5.7,1.7,5.3,4.4,1.2,3.6,7.3,9.7,7.7,4.6,1.6,3.9,78.1,24.8,51.5,72.9,13.8,44.8,77.6,23.9,50.9,13.92,441616,3730.62,565214,5945.81,1.934,11.3,12.1,12.9,8892.085377988109,195.87096226186145,0.0171715550712278,0.5535381750465549,0.0239757914338919,0.0059357541899441,0.0070414338919925,0.005528398510242,0.087756052141527,0.5567970204841713,0.069774208566108,6.9191666666666665,0.004248137802607,6.013698630136986,0.0021531657355679,1.945945945945946,0.011522346368715,2.1262626262626263,0.0701295986622073,2.0253353204172875,4.011612171961925,3.0,3.0936017436875662,0.4011871508379888,0.0253142458100558,0.0215898510242085,0.961883147113594,0.7015828677839852,0.3291433891992551,0.0130935754189944,0.000407355679702,0.0039571694599627,0.1064362197392923,0.041084729981378,0.0327048417132216,0.2028945248479124,0.507803943044907,0.287162773854789,0.7772698612862547,0.0444504798116965,0.9338085539714868,0.5946276285452373,0.0110558626628517,0.0011389205255701,0.0014444845690158,380253.275,70003.125,41379.31034482759,354250.775,2017.230577274996,79426.20349702382,2.196841230257689,18.783893599334995,71339.52389014297,1.9155405405405408,4809.379661016949,0.0169491525423728,0.1533898305084745,0.161864406779661,0.1694915254237288,81.14285714285714,401.7857142857143,968.2857142857144,23.0,3.0,24.0,19.0,249.0,0.0,4.0,2.0,15.0,17.0,46.0,6.0,16.0,4.0,605.0,6.0,7.0,216.0,16.0,18.0,40.0,58.0,192.0,39.0,235.0,31.0,109.0,230.0,12.0,19.0,7.0,54.0,38.0,1.0,64.0,26.0,40.0,1.0,5.0,170.0,39.0,64.0,64.0,8.0,9.0,64.0,23.0,10.0,6.0,64.0,32.0,42.0,4.0,32.0,37.0,24.0,188.58715158457423,133.0,158.6727471593428,0.9657274727633768,0.0205012612032415,0.1384747491010572,0.0103150324692749,0.9972736542693073,0.8875221381420061,0.9553158374926206,0.9926045188643804,0.8754789888906779,0.974571995921215,0.9825900284441582,0.863639778886921,0.1114259646863092,0.1954382010411635,0.6335104384693823,0.4984275210647775,0.0005044812966242,0.1539955992057103,0.7103418665807976,0.3751301454408844,0.1441850480330596,0.0825524606880266,0.0193634948746846,8939205,38.0,38.0,89.0,2.3421052631578947,1.0,126756000,108779039,0.858176646470384
Chandigarh,18.56,5.45,5.97,3.88,3.51,3.52,0,0,96.22,77.14,0,0,34172,41871,0.213,0.28,0.7803,0.817,27.0,303.0,128.0,15.0,97.0,45.0,21.0,224.0,113.0,11.0,59.0,33.0,20.0,222.0,112.0,11.0,58.0,32.0,0.122,0.085,360.0,271.6667,350.25,495.5,407.5,489.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8214,0.156667,86.62316,0.341808,56.19208,60.68515,1130,1187,1215,1226,4.249708,5.997632,11074.47,12605.26,5748,10112,56.0,1.917024,30.0,2.736264,52.0,1.976401,60,1.125581,38,1.880597,54,1.211823,76.0,2.735656,70.0,3.586387,75.0,2.741597,125,2.776741,100,3.465,120,2.639594,78.0,2.695783,72.0,3.512821,77.0,2.680041,129,2.780172,105,3.38474,124,2.628125,3.1,36.5,9.9,6.1,6.0,6.1,6.0,7.6,6.3,0.7,10.7,3.2,4.5,2.4,4.0,4.3,2.9,4.0,88.0,30.1,58.1,81.0,24.6,53.8,81.3,24.9,54.0,0.83,0,0.0,0,0.0,38.481,97.2,99.7,100.0,17157.586843623772,1567.812463935372,0.0920721029986278,0.9083333333333332,0.4,0.0375,0.0569444444444444,0.0569444444444444,0.4222222222222222,0.5083333333333333,0.0208333333333333,8.933333333333334,0.0013888888888888,8.0,0.0,,0.0,,0.0327868852459016,1.5833333333333333,6.547955974842767,6.0,3.8106041050890176,0.8611111111111112,0.0069444444444444,0.3444444444444444,1.0,0.4125,0.7111111111111111,0.2527777777777777,0.0,0.0055555555555555,0.8166666666666667,0.5263888888888889,0.7388888888888889,0.1662162162162162,0.3658536585365853,0.7046332046332047,0.8931506849315068,0.2471042471042471,0.9609375,0.7972972972972973,0.0716216216216216,0.0,0.0,326153.3333333333,53250.0,41739.13043478261,315553.3333333333,2016.7,878408.2009132421,2.3666666666666667,10.0875,1031867.4885844748,,,,,,,243.0967741935484,783.1935483870968,1120.967741935484,8.0,1.0,2.0,4.0,18.0,0.0,4.0,0.0,5.0,0.0,9.0,1.0,5.0,0.0,17.0,0.0,2.0,42.0,9.0,3.0,13.0,21.0,16.0,10.0,81.0,7.0,10.0,63.0,0.0,5.0,4.0,10.0,12.0,0.0,6.0,4.0,15.0,0.0,1.0,28.0,9.0,9.0,10.0,3.0,0.0,7.0,2.0,2.0,5.0,11.0,6.0,10.0,0.0,6.0,11.0,5.0,304.8832530461887,270.0,178.11243224570364,0.9871244635193132,0.8240343347639485,0.2746781115879828,0.1030042918454935,1.0,1.0,0.9871244635193132,1.0,1.0,0.9957081545064378,0.9957081545064378,1.0,0.9871244635193132,0.7553648068669528,0.9828326180257512,0.9527896995708156,0.1244635193133047,0.5236051502145923,0.8755364806866953,0.5407725321888412,0.7339055793991416,0.6781115879828327,0.8240343347639485,472323,1.0,1.0,22.0,22.0,1.0,1231000,1158593,0.9411803411860276
Chattisgarh,35.73,10.17,29.9,19.71,4.59,16.37,5894148,5778908,94.98,93.6,25,50,558218,627734,0.266,0.313,0.543,0.681,31.0,254.0,142.0,14.0,36.0,25.0,29.0,253.0,140.0,14.0,37.0,25.0,21.0,248.0,133.0,11.0,40.0,26.0,0.233,0.134,211.0,136.0,185.25,252.75,183.5,228.25,157.0,123.5,134.25,178.5,152.25,164.75,175.4767,0.3438,267.2837,0.840828,12.41537,14.61531,27403,28948,29693,30037,1.506644,1.633888,23107.35,36423.07,33099,108557,44.0,2.318075,31.0,2.061404,40.0,2.308673,42,2.243789,30,1.782946,38,2.012987,56.0,2.396694,41.0,3.254573,51.0,2.439693,52,2.890212,37,3.035714,47,2.727901,77.0,2.191964,71.0,2.93125,76.0,2.196691,76,2.772177,59,3.15,71,2.767857,3.2,1.1,2.3,8.6,9.4,8.8,4.1,1.9,3.3,1.9,0.9,1.5,6.8,10.2,7.8,2.8,2.0,2.5,87.6,71.1,79.6,83.1,37.0,59.5,86.8,64.1,75.6,6.84,48056,468.42,77647,924.73,0.434,23.2,26.5,29.7,8319.48381190179,216.407240948814,0.0161598446427872,0.6301916932907349,0.0511182108626198,0.0083865814696485,0.0029952076677316,0.0075878594249201,0.1393769968051118,0.5013977635782748,0.2420127795527156,8.688943894389439,0.007388178913738,4.351351351351352,0.007388178913738,1.4054054054054057,0.0569089456869009,2.3684210526315788,0.1939466348068498,1.6139630390143738,4.783731170336037,4.0,3.3182517869657597,0.7228434504792333,0.0065894568690095,0.060702875399361,0.8777955271565495,0.6038338658146964,0.6369808306709265,0.0573083067092651,0.0015974440894568,0.0063897763578274,0.3031150159744409,0.1361821086261981,0.6136182108626198,0.2174957461715544,0.6295444086516336,0.4258289703315881,0.6588114754098361,0.0404304828388598,0.946043165467626,0.7424682213992594,0.0205184666199579,0.0012010809728755,0.0035031528375537,206705.8823529412,59000.0,,192823.5294117647,2017.534098151689,162619.59163763066,2.0923566878980893,8.18967515923567,120166.35310635313,2.3457943925233646,10205.881773399014,0.0197044334975369,0.3743842364532019,0.1133004926108374,0.0197044334975369,103.0,755.6,1155.0,17.0,3.0,10.0,17.0,206.0,1.0,5.0,2.0,4.0,8.0,38.0,6.0,21.0,3.0,115.0,2.0,9.0,118.0,12.0,6.0,9.0,44.0,92.0,33.0,143.0,13.0,18.0,154.0,3.0,17.0,20.0,36.0,25.0,0.0,20.0,21.0,44.0,0.0,2.0,91.0,17.0,77.0,35.0,6.0,5.0,14.0,15.0,9.0,5.0,60.0,19.0,21.0,3.0,35.0,14.0,13.0,185.6360841753125,137.0,145.13982166699378,0.9642730747451868,0.0591201868629671,0.6537726500566251,0.0134838618346545,0.9997876557191392,0.9578850509626274,0.9196276896942244,0.9831363250283126,0.9140005662514156,0.9612825594563986,0.9777038505096264,0.98184456398641,0.3669132219705549,0.5447692525481314,0.9818976500566252,0.7915840883352209,0.000406993204983,0.3755485560588901,0.8348138448471121,0.6089149207248018,0.7299157701019252,0.036894818799547,0.0439729614949037,2521755,28.0,28.0,129.0,4.607142857142857,1.0,30180000,28132668,0.9321626242544732
