state_ut,poverty_multi_rur_2015,poverty_multi_urb_2015,poverty_multi_tot_2015,poverty_multi_rur_2019,poverty_multi_urb_2019,poverty_multi_tot_2019,mgnrega_2019,mgnrega_2022,pmmvy_2019,pmmvy_2022,senior_help_2019,senior_help_2022,pension_nps_2019,pension_nps_2022,gini_rur_hh_2022,gini_urb_hh_2022,higher_ed_2019,higher_ed_2021,tus_rur_male_domestic_mins,tus_rur_female_domestic_mins,tus_rur_person_domestic_mins,tus_rur_male_caregiving_mins,tus_rur_female_caregiving_mins,tus_rur_person_caregiving_mins,tus_tot_male_domestic_mins,tus_tot_female_domestic_mins,tus_tot_person_domestic_mins,tus_tot_male_caregiving_mins,tus_tot_female_caregiving_mins,tus_tot_person_caregiving_mins,tus_urb_male_domestic_mins,tus_urb_female_domestic_mins,tus_urb_person_domestic_mins,tus_urb_male_caregiving_mins,tus_urb_female_caregiving_mins,tus_urb_person_caregiving_mins,fem_manage_ratio_2019,fem_manage_ratio_2022,cas_wage_male_2019,cas_wage_female_2019,cas_wage_person_2019,cas_wage_male_2022,cas_wage_female_2022,cas_wage_person_2022,agr_wage_male_2019,agr_wage_female_2019,agr_wage_person_2019,agr_wage_male_2022,agr_wage_female_2022,agr_wage_person_2022,bank_per_2019,bank_vil_bc_prop_2019,bank_per_2022,bank_vil_bc_prop_2022,atm_per_000_2019,atm_per_000_2022,Pop_2015,Pop_2019,Pop_2021,Pop_2022,acc_per_per_2019,acc_per_per_2022,msme_credit_amt_2019,msme_credit_amt_2022,msme_num_2020,msme_num_2022,wag_rur_mal_2019,wag_rur_mal_ratio_2019,wag_rur_fem_2019,wag_rur_fem_ratio_2019,wag_rur_tot_2019,wag_rur_tot_ratio_2019,wag_rur_mal_2022,wag_rur_mal_ratio_2022,wag_rur_fem_2022,wag_rur_fem_ratio_2022,wag_rur_rur_2022,wag_rur_rur_ratio_2022,wag_tot_mal_2019,wag_tot_mal_ratio_2019,wag_tot_fem_2019,wag_tot_fem_ratio_2019,wag_tot_tot_2019,wag_tot_tot_ratio_2019,wag_tot_mal_2022,wag_tot_mal_ratio_2022,wag_tot_fem_2022,wag_tot_fem_ratio_2022,wag_tot_tot_2022,wag_tot_tot_ratio_2022,wag_urb_mal_2019,wag_urb_mal_ratio_2019,wag_urb_fem_2019,wag_urb_fem_ratio_2019,wag_urb_tot_2019,wag_urb_tot_ratio_2019,wag_urb_mal_2022,wag_urb_mal_ratio_2022,wag_urb_fem_2022,wag_urb_fem_ratio_2022,wag_urb_urb_2022,wag_urb_urb_ratio_2022,unemp_rur_mal_2019,unemp_rur_fem_2019,unemp_rur_per_2019,unemp_urb_mal_2019,unemp_urb_fem_2019,unemp_urb_per_2019,unemp_tot_mal_2019,unemp_tot_fem_2019,unemp_tot_per_2019,unemp_rur_mal_2022,unemp_rur_fem_2022,unemp_rur_per_2022,unemp_urb_mal_2022,unemp_urb_fem_2022,unemp_urb_per_2022,unemp_tot_mal_2022,unemp_tot_fem_2022,unemp_tot_per_2022,lfpr_rur_mal_2022,lfpr_rur_fem_2022,lfpr_rur_per_2022,lfpr_urb_mal_2022,lfpr_urb_fem_2022,lfpr_urb_per_2022,lfpr_tot_mal_2022,lfpr_tot_fem_2022,lfpr_tot_per_2022,nfs_app_vol,shg_num_2019,shg_loans_2019,shg_num_2021,shg_loans_2021,digital_payment_per_capita,urb_pct_2011,urb_pct_2021,urb_pct_2031,exp_hh,exp_onl_hh,exp_onl_pct_hh,internet_has,op_fuel,op_cons,op_educ,op_meds,op_other,educ_mem,educ_free_book,educ_free_book_num,educ_free_pap,educ_free_pap_num,educ_free_bag,educ_free_bag_num,educ_free_other,educ_free_other_num,educ_free_tuit,educ_free_tuit_num,educ_att_mean,educ_att_med,educ_att_std,has_tv,has_radio,has_laptop,has_mobile_dev,has_bicycle,has_scooter,has_motorcar,has_truck,has_animalcar,has_fridge,has_washmach,has_aircon,land_owns,land_agr_owns,pay_cd,pay_cd_used,pay_ewal,pay_ewal_used,acct_comm,acct_post,acct_nbfc,acct_nia,reg_loan_val_sd,reg_loan_val_acq,reg_loan_val_disp,reg_loan_val_aa,reg_loan_year_borr,reg_loan_amt_borr,reg_loan_ten,reg_loan_aroi,reg_loan_amt_out,kind_loan_per,kind_loan_amt_out,kind_loan_src_pro,kind_loan_src_supp,kind_loan_src_other,kind_loan_src_f&f,dig_soc_fb,dig_soc_ig,dig_soc_wa,su_ai,su_arvr,su_adv,su_space,su_agri,su_air,su_meas,su_anim,su_arch,su_art,su_auto,su_biotech,su_chem,su_cv,su_cons,su_dating,su_design,su_educ,su_saas,su_events,su_fashion,su_fintech,su_f&b,su_greentech,su_healthcare,su_hhs,su_hr,su_it,su_inlang,su_iot,su_log,su_mark,su_media,su_nanotech,su_nre,su_or,su_others,su_pass,su_pets,su_pcs,su_realestate,su_energy,su_retail,su_robot,su_safety,su_sec,su_socimp,su_socnet,su_sports,su_hard,su_telecom,su_text,su_toys,su_storage,su_travel,su_wm,stud_marks_mean,stud_marks_median,stud_marks_std,school_bwr,school_comp,school_med,school_digilib,school_water,school_elec,school_func_bwr,school_func_water,school_func_elec,school_func_gwr,school_gwr,school_wash,schoool_internet,school_kg,school_lib,school_play,school_ptr,school_rwhs,school_ramp,school_r&h,school_cwsn,school_solar,school_func_comp,bse_clients,ut_num_districts,ut_rolledout_districts,num_launched_eservices,eservices_per_district,ut_rolledout_districts_pct,total_population,pop_on_Aadhaar,pop_on_Aadhaar_pct,Count_3mo_Drought_2000_2022,Count_12mo_Drought_2000_2022,Count_24mo_Drought_2000_2022,Count_3mo_Flood_2000_2022,Count_12mo_Flood_2000_2022,Count_24mo_Flood_2000_2022
Andaman and Nicobar Islands,6.75,0.97,4.29,2.71,1.6,2.3,8329,6724,96.73,88.46,0,0,13994,15475,0.263,0.252,0.4513,0.658,23.0,247.0,146.0,11.0,38.0,26.0,28.0,255.0,142.0,11.0,40.0,25.0,32.0,268.0,137.0,11.0,42.0,25.0,0.09,0.127,527.5,353.5,473.25,639.0,432.3333,610.25,450.0,289.4368,440.0,546.5,380.0,539.75,146.2312,0.821306,146.2687,0.867347,30.15075,30.84577,391,398,401,402,1.696095,1.784391,718.93,914.8169,1827,3881,100.0,1.920406,87.0,1.650485,96.0,1.597877,133,1.977756,102,2.848214,126,1.694499,113.0,2.135529,100.0,2.115672,110.0,1.955782,126,1.806839,105,2.77551,121,1.554245,126.0,2.239362,119.0,2.178125,124.0,2.064516,121,2.019074,106,3.463768,117,1.835227,6.3,26.5,12.7,6.3,28.6,12.4,6.3,27.3,12.6,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,9.7,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,0.17,87,3.11,34,0.28,2.35,37.6,43.0,48.7,18185.13058,738.1149958,0.03279855,0.76,0.046,0.001,0.026,0.003,0.318,0.485,0.184,10.52173913,0.003,1.333333333,0.0,,0.0,,0.094845361,1.391304348,5.669448183,5,3.246392404,0.871,0.024,0.096,0.973,0.104,0.474,0.125,0.0,0.001,0.778,0.523,0.029,0.125572869,0.379562044,0.682310469,0.94356261,0.022864019,0.842105263,0.898258478,0.021998167,0.0,0.0,256750.0,28350.0,0.0,242575.0,2016.449367,431033.67,2.632911392,10.12835443,300286.1554,2.333333333,86733.33333,0.0,0.083333333,0.333333333,0.083333333,,,,0,3,0,0,7,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,3,1,1,0,1,7,0,1,1,4,0,0,5,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,15,0,192.737561,155,126.3543134,0.995192308,0.403846154,0.670673077,0.019230769,1.0,0.927884615,0.992788462,1.0,0.927884615,0.995192308,0.997596154,1.0,0.449519231,0.514423077,0.995192308,0.961538462,0.033653846,0.225961538,0.627403846,0.353365385,0.230769231,0.03125,0.401442308,44811,3.0,3.0,64.0,21.33333333,1.0,403000,387442,0.961394541,5,1,9,13,15,3
Andhra Pradesh,14.72,4.63,11.77,7.71,2.2,6.06,7739531,9863737,96.4,72.27,21175,25850,869765,1103550,0.243,0.283,0.5216,0.567,16.0,239.0,131.0,10.0,41.0,26.0,16.0,237.0,130.0,10.0,41.0,26.0,15.0,233.0,128.0,10.0,42.0,26.0,0.323,0.213,371.75,222.0,314.5,550.25,322.5,464.75,331.5,214.5,274.75,467.25,305.25,376.0,84.4195,0.50355,131.8488,0.700489,21.09151,23.34822,51222,52386,52895,53079,2.049092,2.273489,57234.34,83162.34,65343,245591,46.0,1.495726,29.0,1.288462,40.0,1.567164,75,1.841693,55,1.540084,69,1.75,55.0,1.844512,35.0,2.25365,49.0,1.929224,81,2.045095,59,2.161458,74,2.017327,70.0,2.138554,51.0,2.515823,65.0,2.088542,89,2.411972,71,2.520221,85,2.467593,4.4,3.0,3.9,6.3,7.8,6.7,5.0,4.1,4.7,3.5,3.0,3.3,6.0,7.5,6.5,4.2,4.0,4.1,85.1,58.5,71.6,80.3,36.1,57.5,83.6,51.5,67.3,16.85,693019,20397.35,739334,39388.42,17.683,29.5,35.3,41.5,10379.34186,354.1720613,0.029237874,0.667898473,0.080326753,0.009044053,0.001750462,0.002820189,0.34250705,0.422250316,0.175824176,9.749446903,0.047456968,5.157786885,0.171545269,1.569727891,0.130020422,2.726252805,0.284661446,1.122168285,4.458857867,4,3.462681422,0.824953807,0.001653214,0.034231255,0.932607216,0.166488379,0.578527667,0.025478946,0.000777983,0.00505689,0.509773412,0.179714091,0.170281046,0.252228283,0.4092827,0.44383416,0.772854291,0.086374911,0.964102564,0.71611015,0.052680591,0.001995477,0.004988692,576308.8951,423114.7486,10439.41606,341288.4069,2017.532878,156249.6908,2.091064165,18.95728513,149889.7617,2.113636364,16283.95322,0.005847953,0.347953216,0.134502924,0.026315789,284.1818182,1267.909091,1865.636364,57,9,14,34,212,0,16,4,9,5,76,27,18,3,167,1,14,175,32,8,17,53,136,51,194,14,41,392,6,40,17,45,23,4,54,21,42,0,2,113,13,62,42,23,3,13,11,10,7,90,19,22,8,39,28,17,260.971024,224,174.3136079,0.856056693,0.116952928,0.880754827,0.050203396,0.999467295,0.988296636,0.835975334,0.991170014,0.97959579,0.956883192,0.966455737,0.984228708,0.560857493,0.277377801,0.975721573,0.793746368,0.000419707,0.347355847,0.537644476,0.359188352,0.199134758,0.056224575,0.103619164,8135028,13.0,13.0,50.0,3.846153846,1.0,53156000,51708514,0.972769095,4,1,0,5,8,6
Arunachal Pradesh,29.2,8.08,24.23,15.14,5.9,13.76,190151,295822,92.76,81.3,0,0,32036,40501,0.28,0.277,0.3582,0.537,53.0,276.0,165.0,29.0,56.0,42.0,53.0,279.0,166.0,28.0,55.0,42.0,47.0,309.0,175.0,20.0,52.0,36.0,0.199,0.094,373.75,317.25,361.75,479.75,397.0,464.0,343.0,299.5,331.0,427.25,359.0,394.5,181.0721,0.901316,197.5563,0.898763,16.47915,18.19936,1452,1511,1540,1555,1.179871,1.441929,812.22,1091.709,726,6953,115.0,1.999309,65.0,1.50495,105.0,1.869565,124,2.427226,90,2.15534,116,1.9071,122.0,2.073643,85.0,1.809091,115.0,1.984501,127,2.675234,97,2.658416,121,2.378049,135.0,1.915236,122.0,2.143333,133.0,1.869469,137,2.53886,124,4.609524,134,2.548956,5.4,9.2,6.3,8.4,11.4,9.0,5.9,9.5,6.7,4.5,3.1,3.9,7.9,16.9,10.9,5.0,4.5,4.8,80.0,64.7,72.6,73.8,38.6,56.5,79.0,60.3,70.0,0.34,51,0.97,648,7.72,1.041,22.9,25.2,27.5,12365.62129,617.8088342,0.04064904,0.51056951,0.073613529,0.024620741,0.015170356,0.004725193,0.322805272,0.604575976,0.281024621,9.260176991,0.001492166,2.833333333,0.002735638,1.636363636,0.030092017,2.809917355,0.077745784,1.645502646,5.119628405,5,3.347524744,0.73041532,0.027605073,0.127828898,0.944541159,0.130564536,0.454364586,0.206416314,0.000746083,0.000248694,0.309873166,0.117383735,0.017905994,0.251422964,0.739266198,0.510599637,0.946619217,0.033313144,0.981818182,0.62747792,0.049460255,0.001962709,0.011187439,96000.0,6625.0,0.0,93350.0,2017.495682,121387.3327,1.994818653,6.033937824,62719.70577,3.12195122,27446.34146,0.0,0.048780488,0.097560976,0.353658537,,,,0,0,0,0,13,0,0,0,0,0,1,1,1,0,7,0,0,3,0,1,1,1,3,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,162.9105384,129,116.6579948,0.919511518,0.076325284,0.359422703,0.008881488,0.819039689,0.666666667,0.672495143,0.679433805,0.537885096,0.68692756,0.912295309,0.452400777,0.220371912,0.207049681,0.449902859,0.68220927,0.004163197,0.049403275,0.245351096,0.176797114,0.10435748,0.048848182,0.072994727,87337,26.0,26.0,17.0,0.653846154,1.0,1562000,1237756,0.792417414,23,28,14,10,2,0
Assam,36.14,9.94,32.65,21.41,6.88,19.35,3218557,3846101,95.32,86.24,14825,15475,449202,535028,0.207,0.285,0.3091,0.401,64.0,339.0,203.0,21.0,64.0,43.0,63.0,339.0,202.0,21.0,64.0,43.0,55.0,337.0,193.0,18.0,61.0,39.0,0.069,0.073,317.25,238.0,306.5,448.25,269.25,436.0,286.75,208.25,262.75,363.75,260.5,333.5,76.43139,0.78918,102.5131,0.818822,11.37575,13.12793,33005,34512,35239,35573,1.43509,1.746158,20259.55,24120.24,17187,133461,55.0,2.107301,39.0,3.488372,51.0,2.230861,64,1.823347,47,1.746753,62,1.554622,60.0,2.642405,44.0,3.390152,57.0,2.649083,66,2.254098,51,2.234177,64,2.029289,91.0,1.770362,74.0,2.361842,87.0,1.642045,96,2.677273,85,3.275,94,2.64186,6.8,12.9,7.8,6.3,18.3,8.7,6.7,13.7,7.9,1.2,2.7,1.5,3.6,12.7,6.1,1.3,3.4,1.7,93.2,20.0,56.8,81.7,32.7,57.5,92.7,20.5,56.8,8.23,32710,358.11,106057,1869.97,1.764,14.1,15.3,16.5,9673.787112,283.034201,0.023979637,0.782644242,0.022191077,0.005606167,0.007241299,0.003971035,0.214552675,0.606984349,0.401424901,9.044515566,0.048586779,5.088942308,0.09950946,1.491784038,0.178112591,2.633442623,0.176063113,1.601092896,4.733329814,5,2.753995433,0.580939033,0.018453632,0.054309741,0.97091801,0.652067274,0.311142256,0.060850269,0.000583976,0.006190142,0.19399673,0.055010512,0.016701705,0.21903487,0.562572759,0.473733234,0.825796304,0.039772727,0.87587822,0.586536623,0.020144068,0.004398547,0.000828712,45000.0,24000.0,,21000.0,2017.737917,130344.6235,2.030416667,13.32387083,110030.7067,2.125,5121.595745,0.0,0.255319149,0.042553191,0.212765957,638.5,622.3,1749.1,13,1,13,7,148,0,5,1,5,1,23,7,17,2,197,0,11,105,8,4,15,21,94,28,134,14,15,97,4,3,4,25,23,2,51,9,38,1,5,65,8,21,35,1,2,16,17,4,4,21,11,26,4,34,57,10,190.9270822,137,154.3636448,0.85236366,0.046533791,0.585221578,0.005159467,0.938710791,0.77074878,0.76498135,0.913357104,0.750636718,0.8242002,0.883369756,0.892127705,0.117090324,0.528171676,0.873625922,0.784386861,0.00034506,0.054897386,0.693208893,0.615652574,0.182290212,0.030628173,0.043559704,4474116,34.0,34.0,46.0,1.352941176,1.0,35713000,30507919,0.854252485,24,50,44,4,0,0
Bihar,56.0,23.85,51.89,36.95,16.67,33.76,4878629,6804916,87.97,89.69,0,0,604197,772806,0.219,0.278,0.308,0.359,41.0,369.0,204.0,26.0,76.0,51.0,40.0,366.0,202.0,25.0,75.0,50.0,35.0,345.0,185.0,20.0,66.0,42.0,0.05,0.03,322.0,234.0,311.5,397.0,341.75,388.25,276.0,230.5,262.75,359.25,328.75,348.0,135.6307,0.31295,249.6964,0.737822,6.83068,7.683088,113336,120559,124154,125991,1.224404,1.386825,29784.55,40029.6,90291,323344,45.0,1.880952,35.0,2.34188,43.0,1.964286,56,1.659919,57,2.061798,56,1.651423,47.0,2.58216,39.0,2.634146,46.0,2.7,59,2.322835,61,3.122222,59,2.305777,68.0,2.855615,72.0,2.322034,69.0,2.721925,83,2.747396,109,4.666667,86,2.828947,5.4,0.5,4.8,8.1,12.4,8.6,5.7,1.7,5.3,4.4,1.2,3.6,7.3,9.7,7.7,4.6,1.6,3.9,78.1,24.8,51.5,72.9,13.8,44.8,77.6,23.9,50.9,13.92,441616,3730.62,565214,5945.81,1.934,11.3,12.1,12.9,8892.085378,195.8709623,0.017171555,0.553538175,0.023975791,0.005935754,0.007041434,0.005528399,0.087756052,0.55679702,0.069774209,6.919166667,0.004248138,6.01369863,0.002153166,1.945945946,0.011522346,2.126262626,0.070129599,2.02533532,4.011612172,3,3.093601744,0.401187151,0.025314246,0.021589851,0.961883147,0.701582868,0.329143389,0.013093575,0.000407356,0.003957169,0.10643622,0.04108473,0.032704842,0.202894525,0.507803943,0.287162774,0.777269861,0.04445048,0.933808554,0.594627629,0.011055863,0.001138921,0.001444485,380253.275,70003.125,41379.31034,354250.775,2017.230577,79426.2035,2.19684123,18.7838936,71339.52389,1.915540541,4809.379661,0.016949153,0.153389831,0.161864407,0.169491525,81.14285714,401.7857143,968.2857143,23,3,24,19,249,0,4,2,15,17,46,6,16,4,605,6,7,216,16,18,40,58,192,39,235,31,109,230,12,19,7,54,38,1,64,26,40,1,5,170,39,64,64,8,9,64,23,10,6,64,32,42,4,32,37,24,188.5871516,133,158.6727472,0.965727473,0.020501261,0.138474749,0.010315032,0.997273654,0.887522138,0.955315837,0.992604519,0.875478989,0.974571996,0.982590028,0.863639779,0.111425965,0.195438201,0.633510438,0.498427521,0.000504481,0.153995599,0.710341867,0.375130145,0.144185048,0.082552461,0.019363495,8939205,38.0,38.0,89.0,2.342105263,1.0,126756000,108779039,0.858176646,10,17,14,3,0,0
Chandigarh,18.56,5.45,5.97,3.88,3.51,3.52,0,0,96.22,77.14,0,0,34172,41871,0.213,0.28,0.7803,0.817,27.0,303.0,128.0,15.0,97.0,45.0,21.0,224.0,113.0,11.0,59.0,33.0,20.0,222.0,112.0,11.0,58.0,32.0,0.122,0.085,360.0,271.6667,350.25,495.5,407.5,489.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8214,0.156667,86.62316,0.341808,56.19208,60.68515,1130,1187,1215,1226,4.249708,5.997632,11074.47,12605.26,5748,10112,56.0,1.917024,30.0,2.736264,52.0,1.976401,60,1.125581,38,1.880597,54,1.211823,76.0,2.735656,70.0,3.586387,75.0,2.741597,125,2.776741,100,3.465,120,2.639594,78.0,2.695783,72.0,3.512821,77.0,2.680041,129,2.780172,105,3.38474,124,2.628125,3.1,36.5,9.9,6.1,6.0,6.1,6.0,7.6,6.3,0.7,10.7,3.2,4.5,2.4,4.0,4.3,2.9,4.0,88.0,30.1,58.1,81.0,24.6,53.8,81.3,24.9,54.0,0.83,0,0.0,0,0.0,38.481,97.2,99.7,100.0,17157.58684,1567.812464,0.092072103,0.908333333,0.4,0.0375,0.056944444,0.056944444,0.422222222,0.508333333,0.020833333,8.933333333,0.001388889,8.0,0.0,,0.0,,0.032786885,1.583333333,6.547955975,6,3.810604105,0.861111111,0.006944444,0.344444444,1.0,0.4125,0.711111111,0.252777778,0.0,0.005555556,0.816666667,0.526388889,0.738888889,0.166216216,0.365853659,0.704633205,0.893150685,0.247104247,0.9609375,0.797297297,0.071621622,0.0,0.0,326153.3333,53250.0,41739.13043,315553.3333,2016.7,878408.2009,2.366666667,10.0875,1031867.489,,,,,,,243.0967742,783.1935484,1120.967742,8,1,2,4,18,0,4,0,5,0,9,1,5,0,17,0,2,42,9,3,13,21,16,10,81,7,10,63,0,5,4,10,12,0,6,4,15,0,1,28,9,9,10,3,0,7,2,2,5,11,6,10,0,6,11,5,304.883253,270,178.1124322,0.987124464,0.824034335,0.274678112,0.103004292,1.0,1.0,0.987124464,1.0,1.0,0.995708155,0.995708155,1.0,0.987124464,0.755364807,0.982832618,0.9527897,0.124463519,0.52360515,0.875536481,0.540772532,0.733905579,0.678111588,0.824034335,472323,1.0,1.0,22.0,22.0,1.0,1231000,1158593,0.941180341,12,15,2,19,24,19
Chattisgarh,35.73,10.17,29.9,19.71,4.59,16.37,5894148,5778908,94.98,93.6,25,50,558218,627734,0.266,0.313,0.543,0.681,31.0,254.0,142.0,14.0,36.0,25.0,29.0,253.0,140.0,14.0,37.0,25.0,21.0,248.0,133.0,11.0,40.0,26.0,0.233,0.134,211.0,136.0,185.25,252.75,183.5,228.25,157.0,123.5,134.25,178.5,152.25,164.75,175.4767,0.3438,267.2837,0.840828,12.41537,14.61531,27403,28948,29693,30037,1.506644,1.633888,23107.35,36423.07,33099,108557,44.0,2.318075,31.0,2.061404,40.0,2.308673,42,2.243789,30,1.782946,38,2.012987,56.0,2.396694,41.0,3.254573,51.0,2.439693,52,2.890212,37,3.035714,47,2.727901,77.0,2.191964,71.0,2.93125,76.0,2.196691,76,2.772177,59,3.15,71,2.767857,3.2,1.1,2.3,8.6,9.4,8.8,4.1,1.9,3.3,1.9,0.9,1.5,6.8,10.2,7.8,2.8,2.0,2.5,87.6,71.1,79.6,83.1,37.0,59.5,86.8,64.1,75.6,6.84,48056,468.42,77647,924.73,0.434,23.2,26.5,29.7,8319.483812,216.4072409,0.016159845,0.630191693,0.051118211,0.008386581,0.002995208,0.007587859,0.139376997,0.501397764,0.24201278,8.688943894,0.007388179,4.351351351,0.007388179,1.405405405,0.056908946,2.368421053,0.193946635,1.613963039,4.78373117,4,3.318251787,0.72284345,0.006589457,0.060702875,0.877795527,0.603833866,0.636980831,0.057308307,0.001597444,0.006389776,0.303115016,0.136182109,0.613618211,0.217495746,0.629544409,0.42582897,0.658811475,0.040430483,0.946043165,0.742468221,0.020518467,0.001201081,0.003503153,206705.8824,59000.0,,192823.5294,2017.534098,162619.5916,2.092356688,8.189675159,120166.3531,2.345794393,10205.88177,0.019704433,0.374384236,0.113300493,0.019704433,103.0,755.6,1155.0,17,3,10,17,206,1,5,2,4,8,38,6,21,3,115,2,9,118,12,6,9,44,92,33,143,13,18,154,3,17,20,36,25,0,20,21,44,0,2,91,17,77,35,6,5,14,15,9,5,60,19,21,3,35,14,13,185.6360842,137,145.1398217,0.964273075,0.059120187,0.65377265,0.013483862,0.999787656,0.957885051,0.91962769,0.983136325,0.914000566,0.961282559,0.977703851,0.981844564,0.366913222,0.544769253,0.98189765,0.791584088,0.000406993,0.375548556,0.834813845,0.608914921,0.72991577,0.036894819,0.043972961,2521755,28.0,28.0,129.0,4.607142857,1.0,30180000,28132668,0.932162624,11,3,2,10,11,11
Dadra & Nagar Haveli and Daman & Diu,35.74,5.72,19.58,12.27,5.67,9.21,0,0,93.54938,86.51,0,0,4301,5695,0.288,0.209,0.507771,0.490494,26.46914,263.4239,137.4753,11.58848,59.00412,34.00206,42.82305,299.0658,141.0617,9.117284,60.1749,28.23457,49.64609,339.8827,144.0021,8.117284,69.81893,27.76337,0.185068,0.2,310.2335,124.5,162.7263,339.75,322.0,338.25,225.0,150.0,225.0,275.0,240.0,264.5,90.84507,0.142857,95.75163,0.532423,56.9,25.4,765,994,1132,1224,1.700885,1.542845,1306.95,2056.716,3100,5099,46.17901,2.231986,28.88272,2.409561,43.59054,2.247851,47,1.411411,35,2.833333,45,1.410256,50.46914,2.275879,50.23457,3.989816,50.46914,2.362884,59,2.302632,46,2.395161,58,2.322154,53.82099,1.903681,69.8786,4.88684,54.82099,2.092108,64,2.254717,53,2.43609,63,2.268868,2.465021,0.0,1.647325,4.78786,1.21214,4.352675,3.746914,0.865021,2.970576,3.1,6.0,4.1,0.5,5.6,1.4,1.4,5.9,2.5,88.3,60.3,75.9,91.9,27.0,64.4,90.7,38.8,68.4,0.57,17,0.16,83,0.75,8.642002,55.15638,75.01502,83.94959,10205.07878,301.3870968,0.026454975,0.832344214,0.118694362,0.037091988,0.011869436,0.016320475,0.396142433,0.336795252,0.204747774,11.04347826,0.071216617,6.5,0.06379822,2.0,0.037091988,2.24,0.110132159,2.04,4.741948975,5,2.842724143,0.520771513,0.008902077,0.044510386,0.979228487,0.277448071,0.488130564,0.050445104,0.0,0.002967359,0.378338279,0.09495549,0.087537092,0.162943495,0.455645161,0.567191844,0.91503268,0.112140871,0.991735537,0.821287779,0.022339028,0.00065703,0.00065703,185590.5281,8540.157143,3688.130081,188921.2108,2017.167722,307457.5365,2.452531646,9.521170886,279109.1055,2.266666667,4683.333333,0.233333333,0.066666667,0.133333333,0.066666667,,,,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,2,2,13,3,8,1,0,1,0,1,1,0,0,0,0,2,5,0,0,4,1,0,1,0,0,0,0,0,0,4,1,3,0,1,1,0,205.7064777,167,139.9269751,0.991304348,0.382608696,0.769565217,0.013043478,1.0,1.0,0.991304348,1.0,1.0,0.989130435,0.989130435,1.0,0.573913043,0.784782609,0.986956522,0.997826087,0.065217391,0.773913043,0.92826087,0.876086957,0.856521739,0.119565217,0.382608696,131315,3.0,3.0,43.0,14.33333333,1.0,650880,599432,0.920956244,20,4,13,24,47,50
Delhi,2.39,4.46,4.44,2.57,3.45,3.43,0,0,96.5,82.23,50,125,366225,504287,0.211,0.338,0.7282,0.949,43.0,313.0,161.0,9.0,53.0,28.0,29.0,292.0,148.0,8.0,32.0,19.0,28.0,292.0,148.0,8.0,31.0,18.0,0.079,0.129,434.25,345.6667,426.75,552.0,533.3333,551.25,350.0,285.0,321.5,423.6895,374.1749,402.0,89.93761,0.060658,96.91908,0.148087,42.72024,37.21161,18520,20035,20801,21195,2.98792,6.358175,108136.7,139553.0,89916,178889,59.0,1.275676,70.0,0.352113,62.0,1.193878,73,1.027451,24,2.5,70,1.124464,90.0,3.023585,115.0,5.110345,94.0,3.1875,76,2.376296,89,3.414815,78,2.457399,91.0,3.026316,116.0,5.21831,95.0,3.201923,76,2.421525,89,3.414815,78,2.498498,2.5,0.0,2.0,8.7,10.2,8.9,8.5,9.8,8.7,10.7,0.0,10.2,1.6,2.2,1.7,1.8,2.2,1.9,80.0,4.3,43.6,79.0,16.7,50.6,79.0,16.3,50.4,11.81,0,0.0,0,0.0,9.313,97.5,99.4,100.0,15768.98718,2892.051521,0.200346346,0.899567367,0.45210136,0.342398022,0.180469716,0.238257108,0.810568603,0.52750309,0.120210136,10.33915212,0.044808405,5.572413793,0.005562423,1.611111111,0.033374536,2.925925926,0.134739309,1.665217391,6.611275964,6,3.780371548,0.900494438,0.037082818,0.256798517,0.985475896,0.308096415,0.59487021,0.123609394,0.000618047,0.009579728,0.86526576,0.756798517,0.852904821,0.157939308,0.130473637,0.597926042,0.933246073,0.260027392,0.990218209,0.736767819,0.011009174,0.001129146,0.001834862,348260.0,38600.0,0.0,328960.0,2017.402542,457778.4162,2.15960452,12.64211864,451232.27,1.52173913,5154.744526,0.0,0.124087591,0.321167883,0.058394161,237.5806452,658.8817204,1096.005376,265,52,162,171,406,7,86,11,100,49,314,33,124,29,596,18,81,986,198,112,373,544,729,350,1643,139,537,1572,61,131,106,336,301,20,84,167,521,1,45,1056,151,415,411,53,71,325,110,121,86,489,211,331,55,260,342,135,256.1294637,213,168.6583926,0.849973305,0.460580174,0.411995017,0.048763125,1.0,1.0,0.849973305,1.0,1.0,0.835201993,0.835201993,1.0,1.0,0.347926677,1.0,0.964762413,0.005339028,0.897490657,1.0,1.0,1.0,0.281188824,0.460580174,9322249,11.0,11.0,87.0,7.909090909,1.0,21359000,22651593,1.060517487,24,23,33,19,13,8
